Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,09/06/2020,Other Goods & Services,COMMUNICATIONS DIRECTORATE,CM Monitor (BritainThinks) Limited,CORE-PINV-003046,32600.00,Provision of boarding activities - other costs
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/06/2020,Learning & Development,SCMD  CENTRAL,CAPITA BUSINESS SERVICES,CORE-PINV-002454,24915.06,Training & Development costs
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,30/06/2020,Grants expenditure,CHILDRENS SOCIAL CARE,MAYORS OFFICE FOR POLICING AND CRIME,CORE-MAIN-002322,128463.00,Grants to other public bodies
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,18/06/2020,Other Goods & Services,CHILDRENS SOCIAL CARE,ECORYS UK LTD,CORE-PINV-001124,97906.80,Research and Development
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,18/06/2020,Other Goods & Services,CHILDRENS SOCIAL CARE,ECORYS UK LTD,CORE-PINV-001339,44443.20,Research and Development
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/06/2020,Other Goods & Services,CHILDRENS SOCIAL CARE,NESTA,CORE-PINV-001433,104435.00,"Fees / expenses of professionals such as auditors, accountants, lawyers, etc. engaged to provide advice or opinion on how to affect something"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/06/2020,Other Goods & Services,CHILDRENS SOCIAL CARE,NESTA,CORE-PINV-001433,358587.56,"Fees / expenses of professionals such as auditors, accountants, lawyers, etc. engaged to provide advice or opinion on how to affect something"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,18/06/2020,Other Goods & Services,CHILDRENS SOCIAL CARE,THE TAVISTOCK INSTITUTE OF HUMAN RELATIONS,CORE-PINV-001543,25284.00,Research and Development
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,18/06/2020,Other Goods & Services,CHILDRENS SOCIAL CARE,KINGS COLLEGE LONDON,CORE-PINV-001926,52246.00,Research and Development
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,05/06/2020,Other Goods & Services,CHILDRENS SOCIAL CARE,UNIVERSITY OF SUSSEX,CORE-PINV-002717,162307.20,Research and Development
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/06/2020,Other Goods & Services,CHILDRENS SOCIAL CARE,MUTUAL VENTURES LTD,CORE-PINV-003445,44935.20,"Fees / expenses of professionals such as auditors, accountants, lawyers, etc. engaged to provide advice or opinion on how to affect something"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,30/06/2020,Other Goods & Services,CHILDRENS SOCIAL CARE,MUTUAL VENTURES LTD,CORE-PINV-004113,89287.20,"Fees / expenses of professionals such as auditors, accountants, lawyers, etc. engaged to provide advice or opinion on how to affect something"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,23/06/2020,Other Goods & Services,CHILDRENS SOCIAL CARE,NATIONAL CENTRE FOR SOCIAL RESEARCH,CORE-PPINV-000152,81600.00,Research and Development
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,11/06/2020,Grants expenditure,CHILDRENS SOCIAL CARE,DEPARTMENT OF HEALTH,CORE-MAIN-002170,38333.00,Capital grants to public corporations
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,11/06/2020,Grants expenditure,CHILDRENS SOCIAL CARE,THE DARTINGTON HALL TRUST,CORE-PINV-003236,204667.05,Grants to educational establishments or not for profit organisations including other businesses
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/06/2020,Grants expenditure,CHILDRENS SOCIAL CARE,NORTHAMPTONSHIRE COUNTY COUNCIL#DCSF,CORE-MAIN-000276,654904.44,Grants to local authorities outside aggregate external funding or aggregate exchequer grant
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/06/2020,Grants expenditure,CHILDRENS SOCIAL CARE,NORTHAMPTONSHIRE COUNTY COUNCIL#DCSF,CORE-MAIN-001034,332940.66,Grants to local authorities
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/06/2020,Grants expenditure,CHILDRENS SOCIAL CARE,NORTHAMPTONSHIRE COUNTY COUNCIL#DCSF,CORE-MAIN-001900,122936.00,Grants to local authorities
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,11/06/2020,Grants expenditure,CHILDRENS SOCIAL CARE,TOGETHER FOR CHILDREN SUNDERLAND,CORE-MAIN-002171,39280.00,Grants to educational establishments or not for profit organisations including other businesses
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,30/06/2020,Grants expenditure,CHILDRENS SOCIAL CARE,TOGETHER FOR CHILDREN SUNDERLAND,CORE-MAIN-002323,39059.00,Grants to educational establishments or not for profit organisations including other businesses
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,30/06/2020,Grants expenditure,CHILDRENS SOCIAL CARE,TORBAY COUNCIL,CORE-MAIN-002325,41538.18,Grants to local authorities
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,04/06/2020,Other Goods & Services,CHILDRENS SOCIAL CARE,MUTUAL VENTURES LTD,CORE-PINV-000874,92231.44,"Fees / expenses of professionals such as auditors, accountants, lawyers, etc. engaged to provide advice or opinion on how to affect something"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,19/06/2020,Other Goods & Services,CHILDRENS SOCIAL CARE,MUTUAL VENTURES LTD,CORE-PINV-003614,56974.50,"Fees / expenses of professionals such as auditors, accountants, lawyers, etc. engaged to provide advice or opinion on how to affect something"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,19/06/2020,Other Goods & Services,CHILDRENS SOCIAL CARE,BURGES SALMON COMPANY LTD,CORE-PINV-003637,27000.00,"Fees / expenses of professionals such as auditors, accountants, lawyers, etc. engaged to provide advice or opinion on how to affect something"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,30/06/2020,Other Goods & Services,CHILDRENS SOCIAL CARE,THE FRONTLINE ORGANISATION,CORE-PINV-003025,584741.80,"Fees / expenses of professionals such as auditors, accountants, lawyers, etc. engaged to provide advice or opinion on how to affect something"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,30/06/2020,Other Goods & Services,CHILDRENS SOCIAL CARE,THE FRONTLINE ORGANISATION,CORE-PINV-003025,143514.20,"Fees / expenses of professionals such as auditors, accountants, lawyers, etc. engaged to provide advice or opinion on how to affect something"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,09/06/2020,Professional Services,CHILDRENS SOCIAL CARE,THE FRONTLINE ORGANISATION,CORE-PINV-003026,987366.00,"Advisory services including fees, travel and expenses"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,15/06/2020,Grants expenditure,CHILDRENS SOCIAL CARE,SKILLS FOR CARE LTD,CORE-PINV-003376,39261.67,Capital grants paid to local authorities and other educational establishments
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,23/06/2020,Professional Services,CHILDRENS SOCIAL CARE,ALPHA PLUS CONSULTANCY LTD,CORE-PINV-003782,55500.00,"Advisory services including fees, travel and expenses"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/06/2020,Grants expenditure,Adoption and Children in Care Division,HAMPSHIRE COUNTY COUNCIL,CORE-MAIN-002041,77619.00,Grants to local authorities
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,11/06/2020,Grants expenditure,Adoption and Children in Care Division,CAMBRIDGE EDUCATION,CORE-MAIN-002172,2679781.30,Grants to educational establishments or not for profit organisations including other businesses
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,11/06/2020,Other costs,Adoption and Children in Care Division,BREAK CHARITY,CORE-MAIN-002173,51575.07,Intra Departmental Expenditure
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,11/06/2020,Grants expenditure,Adoption and Children in Care Division,HARROW LONDON BOROUGH COUNCIL,CORE-MAIN-002176,25335.57,Grants to local authorities
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,11/06/2020,Grants expenditure,Adoption and Children in Care Division,BARNARDOS,CORE-MAIN-002178,60860.00,Grants to educational establishments or not for profit organisations including other businesses
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,11/06/2020,Grants expenditure,Adoption and Children in Care Division,STOCKPORT METRO BOROUGH COUNCIL,CORE-MAIN-002179,39473.00,Grants to local authorities
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,18/06/2020,Other Goods & Services,Adoption and Children in Care Division,Mott MacDonald,CORE-PINV-001128,245228.94,"Fees / expenses of professionals such as auditors, accountants, lawyers, etc. engaged to provide advice or opinion on how to affect something"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,26/06/2020,Other Goods & Services,Adoption and Children in Care Division,CORAM,CORE-PINV-001696,23508.16,"Fees / expenses of professionals such as auditors, accountants, lawyers, etc. engaged to provide advice or opinion on how to affect something"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,26/06/2020,Other Goods & Services,Adoption and Children in Care Division,CORAM,CORE-PINV-001696,3386.12,"Fees / expenses of professionals such as auditors, accountants, lawyers, etc. engaged to provide advice or opinion on how to affect something"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,18/06/2020,Consultancy,Adoption and Children in Care Division,Deloitte MCS Ltd,CORE-PINV-001846,40000.00,"Advisory services including fees, travel and expenses"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/06/2020,Grants expenditure,Adoption and Children in Care Division,THE SHARE FOUNDATION 3RD PARTY TRUST,CORE-PINV-002436,136200.00,Grants to educational establishments or not for profit organisations including other businesses
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,08/06/2020,Grants expenditure,Adoption and Children in Care Division,THE SHARE FOUNDATION 3RD PARTY TRUST,CORE-PINV-002883,62600.00,Grants to educational establishments or not for profit organisations including other businesses
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,16/06/2020,Grants expenditure,Adoption and Children in Care Division,THE SHARE FOUNDATION 3RD PARTY TRUST,CORE-PINV-003412,88400.00,Grants to educational establishments or not for profit organisations including other businesses
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,19/06/2020,Other Goods & Services,Adoption and Children in Care Division,SPECTRA FIRST LTD,CORE-PINV-003472,47948.44,"Fees / expenses of professionals such as auditors, accountants, lawyers, etc. engaged to provide advice or opinion on how to affect something"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,15/06/2020,"Marketing, Media and Comms",CHILDRENS SOCIAL CARE,SCROLL PROJECTS LTD,CORE-PINV-003367,82714.50,"Publicity, advertising, media advertising campaigns (excluding recruitment adverts)"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,11/06/2020,Grants expenditure,CHILDRENS SOCIAL CARE,BREAK CHARITY,CUPS0006043,29535.52,Grants to educational establishments or not for profit organisations including other businesses
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,11/06/2020,Grants expenditure,CHILDRENS SOCIAL CARE,HEALTH & CARE PROFESSIONS COUNCIL,CORE-MAIN-002181,275607.02,Grants to other public bodies
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/06/2020,Other Goods & Services,STRATEGY SOCIAL MOBILITY OPPOTUNITY AREAS,LEARNING AND WORK INSTITUTE,CORE-PINV-002328,40323.60,Research and Development
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/06/2020,Other Goods & Services,STRATEGY SOCIAL MOBILITY OPPOTUNITY AREAS,MENCAP,CORE-PINV-003698,76250.00,"Fees / expenses of professionals such as auditors, accountants, lawyers, etc. engaged to provide advice or opinion on how to affect something"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,29/06/2020,Other Goods & Services,STRATEGY SOCIAL MOBILITY OPPOTUNITY AREAS,CONTACT,CORE-PPINV-000156,160148.42,"Fees / expenses of professionals such as auditors, accountants, lawyers, etc. engaged to provide advice or opinion on how to affect something"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,30/06/2020,Grants expenditure,STRATEGY SOCIAL MOBILITY OPPOTUNITY AREAS,THE FAMILY FUND TRUST,CORE-MAIN-002326,3324000.00,Grants to educational establishments or not for profit organisations including other businesses
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/06/2020,Consultancy,STRATEGY SOCIAL MOBILITY OPPOTUNITY AREAS,NATIONAL CHILDRENS BUREAU,CORE-PINV-002340,54577.98,"Advisory services including fees, travel and expenses"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/06/2020,Consultancy,STRATEGY SOCIAL MOBILITY OPPOTUNITY AREAS,NATIONAL CHILDRENS BUREAU,CORE-PINV-002362,1869422.43,"Advisory services including fees, travel and expenses"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,19/06/2020,Other Goods & Services,STRATEGY SOCIAL MOBILITY OPPOTUNITY AREAS,CONTACT,CORE-PINV-003080,162280.25,"Fees / expenses of professionals such as auditors, accountants, lawyers, etc. engaged to provide advice or opinion on how to affect something"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,12/06/2020,Other Goods & Services,STRATEGY SOCIAL MOBILITY OPPOTUNITY AREAS,CONTACT,CORE-PINV-003319,82500.00,"Fees / expenses of professionals such as auditors, accountants, lawyers, etc. engaged to provide advice or opinion on how to affect something"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,19/06/2020,Other Goods & Services,STRATEGY SOCIAL MOBILITY OPPOTUNITY AREAS,NASEN,CORE-PINV-003661,48375.79,"Fees / expenses of professionals such as auditors, accountants, lawyers, etc. engaged to provide advice or opinion on how to affect something"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,30/06/2020,Consultancy,STRATEGY SOCIAL MOBILITY OPPOTUNITY AREAS,NATIONAL CHILDRENS BUREAU,CORE-PINV-004073,54577.98,"Advisory services including fees, travel and expenses"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,11/06/2020,Grants expenditure,STRATEGY SOCIAL MOBILITY OPPOTUNITY AREAS,THE ANNA FREUD CENTRE,CORE-MAIN-002182,52489.00,Grants to educational establishments or not for profit organisations including other businesses
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,11/06/2020,Grants expenditure,STRATEGY SOCIAL MOBILITY OPPOTUNITY AREAS,COGNUS LTD,CORE-MAIN-002183,45185.95,Grants to educational establishments or not for profit organisations including other businesses
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,11/06/2020,Grants expenditure,STRATEGY SOCIAL MOBILITY OPPOTUNITY AREAS,Salford City Council,CORE-MAIN-002184,51929.19,Grants to local authorities
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,11/06/2020,Grants expenditure,STRATEGY SOCIAL MOBILITY OPPOTUNITY AREAS,FUTURES ADVICE SKILLS & EMPLOYMENT LTD,CORE-MAIN-002185,60969.46,Grants to educational establishments or not for profit organisations including other businesses
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,11/06/2020,Grants expenditure,STRATEGY SOCIAL MOBILITY OPPOTUNITY AREAS,THE TUTOR TRUST,CORE-MAIN-002186,50711.78,Grants to educational establishments or not for profit organisations including other businesses
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,11/06/2020,Grants expenditure,STRATEGY SOCIAL MOBILITY OPPOTUNITY AREAS,Hospital and Outreach Education ,CORE-MAIN-002187,28844.80,Grants to educational establishments or not for profit organisations including other businesses
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,11/06/2020,Grants expenditure,STRATEGY SOCIAL MOBILITY OPPOTUNITY AREAS,Bradford Central PRU ,CORE-MAIN-002188,48357.06,Grants to educational establishments or not for profit organisations including other businesses
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,11/06/2020,Grants expenditure,STRATEGY SOCIAL MOBILITY OPPOTUNITY AREAS,PORTSMOUTH CITY COUNCIL,CORE-MAIN-002189,41800.56,Grants to local authorities
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,30/06/2020,Other costs,STRATEGY SOCIAL MOBILITY OPPOTUNITY AREAS,THE TUTOR TRUST,CORE-MAIN-002327,36016.27,Intra Departmental Expenditure
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,09/06/2020,Professional Services Consultancy and Contingent Labour,ASSESSMENT AND CURRICULUM AND GENERAL QUALIFICATIONS,MATHEMATICS IN EDUCATION & INDUSTRY,CORE-PINV-002148,688490.00,Costs related to temporary workers
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/06/2020,Professional Services Consultancy and Contingent Labour,ASSESSMENT AND CURRICULUM AND GENERAL QUALIFICATIONS,Tribal Education Limited,CORE-PINV-002238,308612.83,Costs related to temporary workers
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,04/06/2020,Professional Services Consultancy and Contingent Labour,ASSESSMENT AND CURRICULUM AND GENERAL QUALIFICATIONS,Tribal Education Limited,CORE-PINV-002461,309837.83,Costs related to temporary workers
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,19/06/2020,Professional Services,ASSESSMENT AND CURRICULUM AND GENERAL QUALIFICATIONS,MATHEMATICS IN EDUCATION & INDUSTRY,CORE-PINV-003678,797563.00,"Advisory services including fees, travel and expenses"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,30/06/2020,Professional Services Consultancy and Contingent Labour,ASSESSMENT AND CURRICULUM AND GENERAL QUALIFICATIONS,Tribal Education Limited,CORE-PINV-004076,309242.83,Costs related to temporary workers
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/06/2020,Professional Services Consultancy and Contingent Labour,ASSESSMENT AND CURRICULUM AND GENERAL QUALIFICATIONS,Tribal Education Limited,CORE-PPINV-000141,304237.86,Costs related to temporary workers
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/06/2020,Professional Services Consultancy and Contingent Labour,ASSESSMENT AND CURRICULUM AND GENERAL QUALIFICATIONS,RUTH MISKIN LITERACY LTD,CORE-PINV-003705,63397.20,Costs related to temporary workers
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,25/06/2020,Professional Services Consultancy and Contingent Labour,ASSESSMENT AND CURRICULUM AND GENERAL QUALIFICATIONS,RUTH MISKIN LITERACY LTD,CORE-PINV-004002,30733.20,Costs related to temporary workers
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,26/06/2020,Professional Services,ASSESSMENT AND CURRICULUM AND GENERAL QUALIFICATIONS,STEM LEARNING LTD,CORE-PCR-000128,-36814.53,"Advisory services including fees, travel and expenses"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,26/06/2020,Professional Services,ASSESSMENT AND CURRICULUM AND GENERAL QUALIFICATIONS,STEM LEARNING LTD,CORE-PCR-000129,-33745.93,"Advisory services including fees, travel and expenses"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,26/06/2020,Professional Services,ASSESSMENT AND CURRICULUM AND GENERAL QUALIFICATIONS,STEM LEARNING LTD,CORE-PCR-000130,-81041.67,"Advisory services including fees, travel and expenses"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,03/06/2020,Learning & Development,ASSESSMENT AND CURRICULUM AND GENERAL QUALIFICATIONS,IOP INSTITUTE OF PHYSICS,CORE-PINV-002427,112789.00,Training & Development costs
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,04/06/2020,Professional Services,ASSESSMENT AND CURRICULUM AND GENERAL QUALIFICATIONS,STEM LEARNING LTD,CORE-PINV-002485,81041.67,"Advisory services including fees, travel and expenses"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,04/06/2020,Professional Services,ASSESSMENT AND CURRICULUM AND GENERAL QUALIFICATIONS,STEM LEARNING LTD,CORE-PINV-002487,185833.00,"Advisory services including fees, travel and expenses"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,04/06/2020,Professional Services,ASSESSMENT AND CURRICULUM AND GENERAL QUALIFICATIONS,STEM LEARNING LTD,CORE-PINV-002488,33745.93,"Advisory services including fees, travel and expenses"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,25/06/2020,Professional Services,ASSESSMENT AND CURRICULUM AND GENERAL QUALIFICATIONS,STEM LEARNING LTD,CORE-PINV-004008,36814.53,"Advisory services including fees, travel and expenses"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,25/06/2020,Professional Services,ASSESSMENT AND CURRICULUM AND GENERAL QUALIFICATIONS,STEM LEARNING LTD,CORE-PINV-004011,51354.17,"Advisory services including fees, travel and expenses"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,26/06/2020,Professional Services,ASSESSMENT AND CURRICULUM AND GENERAL QUALIFICATIONS,STEM LEARNING LTD,CORE-PINV-004015,185833.00,"Advisory services including fees, travel and expenses"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,26/06/2020,Professional Services,ASSESSMENT AND CURRICULUM AND GENERAL QUALIFICATIONS,STEM LEARNING LTD,CORE-PINV-004034,36814.53,"Advisory services including fees, travel and expenses"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,26/06/2020,Professional Services,ASSESSMENT AND CURRICULUM AND GENERAL QUALIFICATIONS,STEM LEARNING LTD,CORE-PINV-004036,33745.93,"Advisory services including fees, travel and expenses"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,26/06/2020,Professional Services,ASSESSMENT AND CURRICULUM AND GENERAL QUALIFICATIONS,STEM LEARNING LTD,CORE-PINV-004037,81041.67,"Advisory services including fees, travel and expenses"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,26/06/2020,Learning & Development,ASSESSMENT AND CURRICULUM AND GENERAL QUALIFICATIONS,IOP INSTITUTE OF PHYSICS,CORE-PINV-004041,161936.00,Training & Development costs
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,17/06/2020,Other Goods & Services,ASSESSMENT AND CURRICULUM AND GENERAL QUALIFICATIONS,STEM LEARNING LTD,CORE-PINV-003476,769424.75,"Fees / expenses of professionals such as auditors, accountants, lawyers, etc. engaged to provide advice or opinion on how to affect something"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,17/06/2020,Other Goods & Services,ASSESSMENT AND CURRICULUM AND GENERAL QUALIFICATIONS,STEM LEARNING LTD,CORE-PINV-003477,253260.53,"Fees / expenses of professionals such as auditors, accountants, lawyers, etc. engaged to provide advice or opinion on how to affect something"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,17/06/2020,Other Goods & Services,ASSESSMENT AND CURRICULUM AND GENERAL QUALIFICATIONS,STEM LEARNING LTD,CORE-PINV-003481,71895.00,"Fees / expenses of professionals such as auditors, accountants, lawyers, etc. engaged to provide advice or opinion on how to affect something"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,17/06/2020,Other Goods & Services,ASSESSMENT AND CURRICULUM AND GENERAL QUALIFICATIONS,STEM LEARNING LTD,CORE-PINV-003483,58829.55,"Fees / expenses of professionals such as auditors, accountants, lawyers, etc. engaged to provide advice or opinion on how to affect something"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,30/06/2020,Grants expenditure,SEND AND DISADVANTAGE GROUP,YOUTH SPORT TRUST,CORE-MAIN-002337,36534.00,Grants to educational establishments or not for profit organisations including other businesses
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,04/06/2020,Grants expenditure,SEND AND DISADVANTAGE GROUP,EDENRED,CORE-PINV-002271,10608790.00,Grants to educational establishments or not for profit organisations including other businesses
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,11/06/2020,Grants expenditure,SEND AND DISADVANTAGE GROUP,EDENRED,CORE-PINV-003018,21122330.00,Grants to educational establishments or not for profit organisations including other businesses
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,18/06/2020,Grants expenditure,SEND AND DISADVANTAGE GROUP,EDENRED,CORE-PINV-003461,18736895.00,Grants to educational establishments or not for profit organisations including other businesses
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,25/06/2020,Grants expenditure,SEND AND DISADVANTAGE GROUP,EDENRED,CORE-PINV-003792,20044465.00,Grants to educational establishments or not for profit organisations including other businesses
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,23/06/2020,Learning & Development,SEND AND DISADVANTAGE GROUP,HIPPO DIGITAL LTD,CORE-PINV-003635,78200.00,Training & Development costs
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,09/06/2020,Grants expenditure,ASSESSMENT AND CURRICULUM AND GENERAL QUALIFICATIONS,CHOIR SCHOOLS ASSOCIATION BURSARY TRUST LTD,CUPS0006058,8724216.00,Grants to educational establishments or not for profit organisations including other businesses
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,11/06/2020,Contractors,ASSESSMENT AND CURRICULUM AND GENERAL QUALIFICATIONS,UNIVERSITY COLLEGE LONDON,CORE-PINV-003052,1221114.75,Funding to deliver policies (excluding consultancy) paid to third parties via a service delivery contract
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,11/06/2020,Contractors,ASSESSMENT AND CURRICULUM AND GENERAL QUALIFICATIONS,UNIVERSITY COLLEGE LONDON,CORE-PINV-003052,107636.68,Funding to deliver policies (excluding consultancy) paid to third parties via a service delivery contract
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,11/06/2020,Contractors,ASSESSMENT AND CURRICULUM AND GENERAL QUALIFICATIONS,UNIVERSITY COLLEGE LONDON,CORE-PINV-003240,273558.03,Funding to deliver policies (excluding consultancy) paid to third parties via a service delivery contract
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,30/06/2020,Grants expenditure,TEACHERS AND TEACHING,Campion School,CUPS0006259,75003.00,Capital grants to public corporations
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/06/2020,Other Goods & Services,TEACHERS AND TEACHING,GOVERNMENT ACTUARYS DEPT,CORE-PINV-002304,62730.46,"Fees / expenses of professionals such as auditors, accountants, lawyers, etc. engaged to provide advice or opinion on how to affect something"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/06/2020,Other Goods & Services,TEACHERS AND TEACHING,CAPITA BUSINESS SERVICES,CORE-PINV-002322,44265.82,"Fees / expenses of professionals such as auditors, accountants, lawyers, etc. engaged to provide advice or opinion on how to affect something"
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,02/06/2020,Other Goods & Services,TEACHERS AND TEACHING,CAPITA BUSINESS SERVICES,CORE-PINV-002324,101844.65,"Fees / expenses of professionals such as auditors, accountants, lawyers, etc. engaged to provide advice or opinion on how to affect something"
