Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
Department for Education,ESFA,22/04/2022,Grants Expenditure,ESFA Apprenticeships,CITB CONSTRUCTIONSKILLS,FCSAPP A468576-A,"90,095.29",Current grants - Private Sector
Department for Education,ESFA,22/04/2022,Grants Expenditure,ESFA Apprenticeships,CITB CONSTRUCTIONSKILLS,FCSAPP A468580-A,"79,103.75",Current grants - Private Sector
Department for Education,ESFA,22/04/2022,Grants Expenditure,ESFA Apprenticeships,CITB CONSTRUCTIONSKILLS,FCSAPP A470735-A,"-120,145.49",Current grants - Private Sector
Department for Education,ESFA,22/04/2022,Grants Expenditure,ESFA Apprenticeships,CITB CONSTRUCTIONSKILLS,FCSAPP A470736-A,"143,144.04",Current grants - Private Sector
Department for Education,ESFA,22/04/2022,Grants Expenditure,ESFA Apprenticeships,CITB CONSTRUCTIONSKILLS,FCSAPP A474658-A,"37,750.60",Current grants - Private Sector
Department for Education,ESFA,22/04/2022,Grants Expenditure,ESFA Apprenticeships,CITB CONSTRUCTIONSKILLS,FCSAPP A474662-A,"34,815.30",Current grants - Private Sector
Department for Education,ESFA,22/04/2022,Grants Expenditure,ESFA Apprenticeships,CITB CONSTRUCTIONSKILLS,FCSAPP A476223-A,"-211,277.63",Current grants - Private Sector
Department for Education,ESFA,22/04/2022,Grants Expenditure,ESFA Apprenticeships,CITB CONSTRUCTIONSKILLS,FCSAPP A476224-A,"230,284.91",Current grants - Private Sector
Department for Education,ESFA,01/04/2022,Grants Expenditure,ESFA Funding,City Academy,22AYF0513331,"516,469.74",Current grants - Academy Trust
Department for Education,ESFA,01/04/2022,Grants Expenditure,ESFA Funding,City Academy,22AYF0513333,"-36,144.41",Current grants - Academy Trust
Department for Education,ESFA,08/04/2022,Grants Expenditure,ESFA Funding,City Academy,APP200080,"140,862.50",Current grants - Academy Trust
Department for Education,ESFA,01/04/2022,Grants Expenditure,ESFA Funding,City Academy Norwich,22AYF0512626,"343,101.65",Current grants - Academy Trust
Department for Education,ESFA,08/04/2022,Grants Expenditure,ESFA Funding,City Academy Norwich,APP198468,"87,770.00",Current grants - Academy Trust
Department for Education,ESFA,01/04/2022,Grants Expenditure,ESFA Funding,City Academy Whitehawk,22AYF0509074,"160,306.94",Current grants - Academy Trust
Department for Education,ESFA,08/04/2022,Grants Expenditure,ESFA Funding,City Academy Whitehawk,APP201231,"74,561.25",Current grants - Academy Trust
Department for Education,ESFA,19/04/2022,Grants Expenditure,ESFA Funding,CITY COLLEGE PLYMOUTH,ED212220210529815,"35,448.12",Current grants - Private Sector
Department for Education,ESFA,19/04/2022,Grants Expenditure,ESFA Funding,CITY COLLEGE PLYMOUTH,ED212220210529816,"1,599,402.64",Current grants - Private Sector
Department for Education,ESFA,19/04/2022,Grants Expenditure,ESFA Funding,CITY COLLEGE PLYMOUTH,ED212220210529817,"180,864.00",Current grants - Private Sector
Department for Education,ESFA,19/04/2022,Grants Expenditure,ESFA Funding,CITY COLLEGE PLYMOUTH,ED212220210529822,"43,798.35",Current grants - Private Sector
Department for Education,ESFA,19/04/2022,Grants Expenditure,ESFA Funding,CITY COLLEGE PLYMOUTH,ED212220210529824,"130,953.75",Current grants - Private Sector
Department for Education,ESFA,19/04/2022,Grants Expenditure,ESFA Funding,CITY COLLEGE PLYMOUTH,ED212220210529825,"189,393.95",Current grants - Private Sector
Department for Education,ESFA,22/04/2022,Grants Expenditure,ESFA Funding,CITY COLLEGE PLYMOUTH,FCSAEB A183698-A,"408,099.00",Current grants - Private Sector
Department for Education,ESFA,22/04/2022,Grants Expenditure,ESFA Funding,CITY COLLEGE PLYMOUTH,FCSAPP A463803-A,"50,601.00",Current grants - Private Sector
Department for Education,ESFA,22/04/2022,Grants Expenditure,ESFA Apprenticeships,CITY COLLEGE PLYMOUTH,FCSAPP A465882-A,"140,148.79",Current grants - Private Sector
