Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Kainuu Ltd (NowSkills),FCSAPP A600425-A,"38,971.60",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Impact Futures Training Ltd,FCSAPP A600426-A,"357,968.77",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,City of Portsmouth College,FCSAPP A600430-A,"27,256.80",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,HULL BUSINESS TRAINING CENTRE LTD,FCSAPP A600432-A,"25,358.93",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,JGA Limited,FCSAPP A600433-A,"131,522.00",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Group Horizon Ltd,FCSAPP A600434-A,"26,524.60",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,LIFETIME TRAINING GROUP LTD,FCSAPP A600438-A,"2,255,230.61",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,LEEDS TRINITY UNIVERSITY,FCSAPP A600439-A,"429,151.27",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,KIRKLEES COLLEGE,FCSAPP A600441-A,"84,910.90",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,LEICESTER COLLEGE CO FREEMENS PARK CAMPUS,FCSAPP A600442-A,"33,900.35",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,MERLIN SUPPLY CHAIN SOLUTIONS Ltd,FCSAPP A600444-A,"29,117.95",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,LRTT LIMITED,FCSAPP A600447-A,"84,591.92",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,LITS LTD,FCSAPP A600448-A,"26,986.24",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Let Me Play Limited,FCSAPP A600450-A,"201,092.80",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,MANCHESTER METRO UNIVERSITY,FCSAPP A600452-A,"948,652.03",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Macclesfield College,FCSAPP A600453-A,"40,840.25",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,KENDAL COLLEGE,FCSAPP A600455-A,"50,269.03",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Kingston University Higher Education Corporation,FCSAPP A600458-A,"171,708.08",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,KINGSTON COLLEGE CORPORATION T/A KINGSTON COLLEGE,FCSAPP A600459-A,"63,742.65",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,IN-COMM TRAINING AND BUSINESS SERVICES LTD,FCSAPP A600460-A,"57,196.64",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Intertrain UK Ltd,FCSAPP A600464-A,"33,881.39",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,TEC Partnership,FCSAPP A600465-A,"56,934.80",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,HEART OF ENGLAND TRAINING LTD,FCSAPP A600466-A,"89,304.85",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,ISLE OF WIGHT COLLEGE,FCSAPP A600467-A,"27,961.55",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,MILTON KEYNES COLLEGE,FCSAPP A600469-A,"44,562.12",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,MERCURY TRAINING SERVICES LTD,FCSAPP A600472-A,"32,607.77",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Leeds City College (Luminate Education Group),FCSAPP A600474-A,"170,434.45",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,LITE STOCKPORT LTD,FCSAPP A600475-A,"31,109.70",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,LEEDS METRO UNIVERSITY,FCSAPP A600476-A,"151,384.02",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,MYERSCOUGH COLLEGE,FCSAPP A600477-A,"130,056.59",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,London College of App Training Ltd,FCSAPP A600479-A,"104,934.43",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,LAKES COLLEGE WEST CUMBRIA,FCSAPP A600480-A,"161,424.25",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Learning Skills Partnership Limited,FCSAPP A600481-A,"88,678.47",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,LANCASHIRE TEACHING FT,FCSAPP A600484-A,"50,868.13",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,MBKB LTD,FCSAPP A600485-A,"191,985.06",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,MERCEDES-BENZ UK LTD,FCSAPP A600489-A,"47,018.52",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,LEARNING CURVE GROUP LIMITED,FCSAPP A600490-A,"250,494.00",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Linden Management (UK) Limited,FCSAPP A600492-A,"70,559.11",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,LONDON SOUTH BANK UNIVERSITY,FCSAPP A600493-A,"554,555.31",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,MID KENT COLLEGE,FCSAPP A600494-A,"33,908.26",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,LEEDS COLLEGE OF BUILDING,FCSAPP A600495-A,"302,421.45",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,LEARNMORE NETWORK Ltd,FCSAPP A600496-A,"94,268.76",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,LINCOLN COLLEGE,FCSAPP A600499-A,"63,318.73",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,KEY TRAINING LTD,FCSAPP A600500-A,"26,663.82",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Newcastle and Stafford Colleges Group,FCSAPP A600501-A,"90,443.15",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Peterborough Regional College (Inspire Education Group),FCSAPP A600504-A,"81,979.67",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,MIDLAND GROUP TRAINING SERVICES LTD,FCSAPP A600505-A,"116,849.22",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,MYF Training Ltd,FCSAPP A600506-A,"40,829.91",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,NORTHAMPTON COLLEGE,FCSAPP A600509-A,"38,024.08",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,MIDDLESBROUGH COLLEGE,FCSAPP A600510-A,"96,866.14",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,MR P HYETT  FINANCIAL SVS,FCSAPP A600512-A,"485,539.70",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,MARR CORPORATION LIMITED,FCSAPP A600513-A,"138,072.63",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,NORTH LANCS TRAINING GROUP LTD,FCSAPP A600516-A,"77,955.36",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,N A COLLEGE TRUST,FCSAPP A600518-A,"128,470.32",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,NEWHAM COLLEGE OF HE,FCSAPP A600519-A,"33,026.54",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,PETA LTD,FCSAPP A600520-A,"63,370.19",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Performance Learning Group,FCSAPP A600521-A,"35,985.89",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,PETROC,FCSAPP A600522-A,"70,839.27",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,NORTH LINDSEY COLLEGE,FCSAPP A600524-A,"186,432.88",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,PTP TRAINING LTD,FCSAPP A600527-A,"54,980.56",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Nottingham College,FCSAPP A600528-A,"129,297.15",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Partnership Training Limited,FCSAPP A600530-A,"57,756.97",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,NEWCASTLE COLLEGE GROUP,FCSAPP A600531-A,"104,782.39",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Qualitrain Limited,FCSAPP A600533-A,"125,193.11",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,SHEFFIELD COLLEGE,FCSAPP A600535-A,"158,366.36",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Salford City College,FCSAPP A600536-A,"116,694.98",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,POULTEC TRAINING LTD,FCSAPP A600537-A,"71,687.33",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,PRESTON COLLEGE,FCSAPP A600540-A,"90,683.59",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,OXFORD BROOKES UNIVERSITY,FCSAPP A600541-A,"145,989.60",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,NTG TRAINING LTD,FCSAPP A600545-A,"26,283.02",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,NOTTINGHAM TRENT UNIVERSITY,FCSAPP A600547-A,"376,115.04",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Northern Training Academy Limited,FCSAPP A600550-A,"28,007.45",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,NEW COLLEGE SWINDON,FCSAPP A600551-A,"74,703.07",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,PARTNERSHIP DEVELOPMENT SOLUTIONS LTD,FCSAPP A600552-A,"177,803.47",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,NEW COLLEGE DURHAM,FCSAPP A600556-A,"69,006.89",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Nelson & Colne College,FCSAPP A600557-A,"48,967.49",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,NORTH HERTFORDSHIRE COLLEGE,FCSAPP A600558-A,"121,818.82",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,North Warwickshire & South Leicestershire College ,FCSAPP A600562-A,"36,943.99",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,New City College,FCSAPP A600563-A,"42,096.84",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,PenshawViewTraining,FCSAPP A600565-A,"35,923.59",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,NEWBURY COLLEGE,FCSAPP A600566-A,"33,911.19",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,NORTH WEST TRAINING COUNCIL,FCSAPP A600567-A,"38,675.81",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,CAPEL MANOR COLLEGE,FCSAPP A600571-A,"31,946.17",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,CAPITA PLC,FCSAPP A600573-A,"318,929.18",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,CQM Training and Consultancy Ltd,FCSAPP A600574-A,"83,158.88",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,BURTON & SOUTH DERBYSHIRE COLLEGE,FCSAPP A600580-A,"32,469.14",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Cambridge Regional College,FCSAPP A600585-A,"50,599.63",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Care Training East Midlands Limited,FCSAPP A600587-A,"74,027.71",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,COVENTRY UNIVERSITY,FCSAPP A600588-A,"924,849.55",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Brunel University London,FCSAPP A600590-A,"31,686.42",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,CITY UNIVERSITY OF LONDON,FCSAPP A600591-A,"108,751.36",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,COLCHESTER INSTITUTE,FCSAPP A600592-A,"99,978.37",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Bromley College (London South East Colleges),FCSAPP A600593-A,"41,282.77",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,CHICHESTER COLLEGE,FCSAPP A600596-A,"282,629.92",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,CANTERBURY CHRIST CHURCH UNIVERSITY,FCSAPP A600599-A,"214,730.98",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Choice Training Ltd,FCSAPP A600600-A,"28,130.62",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,London General Transport Services Limited,FCSAPP A600605-A,"165,015.38",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Northern Trains Limited,FCSAPP A600610-A,"60,842.57",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Medipro Limited,FCSAPP A600611-A,"246,273.43",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Govia Thameslink Railway Limited,FCSAPP A600613-A,"59,368.63",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,ABELLIO EAST MIDLANDS LIMITED,FCSAPP A600618-A,"96,588.24",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Provek Limited,FCSAPP A600622-A,"76,286.83",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Holland and Barrett International Limited,FCSAPP A600623-A,"42,444.85",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,West Yorkshire Police,FCSAPP A600625-A,"39,258.46",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,The Skills Centre London Limited,FCSAPP A600626-A,"26,251.02",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,SERCO HOLDINGS LIMITED,FCSAPP A600628-A,"63,733.56",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,ONE HOUSING GROUP LIMITED,FCSAPP A600635-A,"39,052.45",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,University of Buckingham,FCSAPP A600636-A,"35,712.82",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,THE OCM GROUP LTD,FCSAPP A600641-A,"25,254.57",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,KIDS PLANET DAY NURSERIES LIMITED,FCSAPP A600642-A,"33,433.21",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,THE EQUESTRIAN LEARNING ACADEMY LIMITED,FCSAPP A600647-A,"35,814.28",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Screwfix Direct Ltd,FCSAPP A600653-A,"69,479.49",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Tarmac Trading Ltd,FCSAPP A600657-A,"54,523.08",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,CITY SKILLS LIMITED,FCSAPP A600659-A,"65,841.07",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,UNIVERSITY COLLEGE LONDON,FCSAPP A600661-A,"151,903.12",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Projecting Success Ltd,FCSAPP A600668-A,"49,058.67",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,BMS PERFORMANCE EDUCATION LLP,FCSAPP A600672-A,"60,064.79",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,NINE DOTS DEVELOPMENT LIMITED,FCSAPP A600673-A,"38,656.78",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,SOUTH CENTRAL AMBULANCE SERV NHS FOUNDATION TRUST,FCSAPP A600675-A,"27,485.73",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,THE UNIVERSITY OF WESTMINSTER,FCSAPP A600685-A,"101,242.15",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,DOVE NEST MANAGEMENT TRAINING AND DEVELOPMENT LTD,FCSAPP A600695-A,"50,154.46",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,UNIVERSITY OF YORK,FCSAPP A600700-A,"56,811.76",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,KYP KNOW YOUR POTENTIAL CONSULTANCY LTD,FCSAPP A600702-A,"36,971.14",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Cambridge Spark Ltd,FCSAPP A600703-A,"538,135.02",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Apprentify Limited,FCSAPP A600709-A,"69,127.67",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,UNIVERSITY OF WALES TRINITY SAINT DAVID,FCSAPP A600711-A,"33,362.47",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Trans-Plant Mastertrain,FCSAPP A600718-A,"60,322.65",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,TOGETHER TRAINING LTD,FCSAPP A600720-A,"62,421.72",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,RHG CONSULT LTD,FCSAPP A600728-A,"55,707.15",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,UNIVERSAL SKILLS CENTRE LIMITED,FCSAPP A600730-A,"28,817.81",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,IODA LIMITED,FCSAPP A600731-A,"88,143.98",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,THE MTC - ADVANCED MANUFACTURING TRAINING CENTRE LIMITED,FCSAPP A600732-A,"125,437.44",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,London Metropolitan College,FCSAPP A600733-A,"57,927.56",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,SPRINGFIELD TRAINING LIMITED,FCSAPP A600734-A,"52,017.54",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,YORKSHIRE AMBULANCE SERVICE NHS TRUST,FCSAPP A600737-A,"111,861.76",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,THE UNIVERSITY OF MANCHESTER,FCSAPP A600738-A,"243,558.73",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,UNIVERSITY OF CAMBRIDGE,FCSAPP A600741-A,"37,696.72",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,QDOS TRAINING LTD,FCSAPP A600745-A,"29,475.20",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,MAKERS ACADEMY LIMITED,FCSAPP A600748-A,"189,638.97",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,REDSKY LEARNING LIMITED,FCSAPP A600750-A,"25,356.53",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,INSTITUTION OF RAILWAY OPERATORS LIMITED,FCSAPP A600756-A,"68,383.88",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,SWARM TRAINING C.I.C.,FCSAPP A600761-A,"28,341.41",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,RAISE THE BAR LIMITED,FCSAPP A600763-A,"129,877.99",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,CIPS CORPORATE SERVICES LIMITED,FCSAPP A600771-A,"93,587.19",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,INSTEP UK LIMITED,FCSAPP A600772-A,"215,678.20",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,FE Business Limited,FCSAPP A600777-A,"35,009.86",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,CSA (Services) Ltd,FCSAPP A600782-A,"48,724.68",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,CITY OF BRISTOL COLLEGE,FCSAPP A600783-A,"43,964.84",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,E-QUALITAS PROFESSIONAL SERVICES LIMITED,FCSAPP A600784-A,"87,413.44",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Future academies,FCSAPP A600785-A,"59,400.00",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,CAMBRIDGE MARKETING COLLEGE LIMITED,FCSAPP A600787-A,"59,510.67",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,HARPER CRAVEN ASSOCIATES LIMITED,FCSAPP A600788-A,"72,176.65",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,DECODED LIMITED,FCSAPP A600791-A,"224,338.26",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Doosan Babcock Limited,FCSAPP A600796-A,"30,358.85",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,WAKEFIELD COLLEGE,FCSAPP A600797-A,"181,865.63",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,BISHOP GROSSETESTE UNIVERSITY,FCSAPP A600800-A,"26,330.35",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,GREATER MANCHESTER COMBINED AUTHORITY,FCSAPP A600801-A,"86,916.06",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,The University of Nottingham,FCSAPP A600802-A,"63,573.14",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Chief Constable of Thames Valley Police,FCSAPP A600805-A,"68,541.43",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Telford College,FCSAPP A600807-A,"43,128.51",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Multiverse Group Limited,FCSAPP A600812-A,"2,738,729.21",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,TRAINING SERVICES 2000 LTD,FCSAPP A600820-A,"25,607.24",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,TRS Training Limited,FCSAPP A600823-A,"95,639.80",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,UNIVERSITY OF WORCESTER,FCSAPP A600825-A,"31,808.51",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,UNIVERSITY OF BRADFORD,FCSAPP A600826-A,"109,552.22",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,SPECSAVERS OPTICAL SUPERSTORES LIMITED,FCSAPP A600827-A,"72,297.44",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,SR Supply Chain Consultants Ltd,FCSAPP A600834-A,"88,266.45",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,UNIVERSITY OF PLYMOUTH,FCSAPP A600835-A,"275,607.00",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,The Skills Network Limited,FCSAPP A600836-A,"36,784.93",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,The JCB Academy,FCSAPP A600838-A,"27,981.62",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Wiltshire College and University Centre,FCSAPP A600842-A,"140,835.02",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,Skills4Stem Ltd,FCSAPP A600843-A,"87,146.31",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,THE UNIVERSITY OF WINCHESTER,FCSAPP A600844-A,"132,588.05",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,The University of Law,FCSAPP A600847-A,"198,091.38",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,UNIVERSITY OF BOLTON,FCSAPP A600850-A,"330,241.50",Current grants - Private Sector
Department for Education,Core,20/02/2023,Grants Expenditure,Apprenticeships,TDR TRAINING LIMITED,FCSAPP A600854-A,"52,947.62",Current grants - Private Sector
