Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Endeavour Academy Bexley,23AYF0357288,"66,666.64",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Horizons Academy Bexley,23AYF0357290,"97,499.96",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Aspire Academy Bexley,23AYF0357292,"53,333.31",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Belmont Academy,23AYF0357294,"136,942.17",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Woodside School,23AYF0357298,"160,833.27",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Bramley Oak Academy,23AYF0357301,"50,833.31",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Archbishop Courtenay Primary School,23AYF0357303,"102,591.60",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Brenzett CE Primary School,23AYF0357306,"30,143.81",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Charing Church of England Primary School,23AYF0357309,"38,024.81",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Charlton Church of England Primary School,23AYF0357312,"63,901.72",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Kennington Church of England Academy,23AYF0357315,"110,950.20",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Kingsnorth Church of England Primary School,23AYF0357318,"121,047.14",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Kingsnorth Church of England Primary School,23AYF0357319,"27,516.96",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Reculver Church of England Primary School,23AYF0357321,"160,263.31",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Georges CofE (Aided) Primary School,23AYF0357325,"124,817.87",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Mary of Charity CofE (Aided) Primary School,23AYF0357328,"68,142.60",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Nicholas Church of England Primary Academy,23AYF0357331,"122,902.39",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Temple Ewell Church of England Primary School,23AYF0357334,"43,153.52",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,All Souls' CEP Primary School,23AYF0357337,"81,110.13",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Eastchurch  CE Primary School,23AYF0357340,"132,598.99",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Sandwich Infant School,23AYF0357343,"43,815.90",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Bolton Brow Primary Academy,23AYF0357346,"65,060.03",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Ryburn Valley High School,23AYF0357349,"644,082.10",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Ryburn Valley High School,23AYF0357350,"27,358.37",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Ryburn Valley High School,23AYF0357351,"99,571.57",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Netherton Infant & Nursery School,23AYF0357356,"54,072.10",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Honley High School,23AYF0357358,"578,870.74",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Honley High School,23AYF0357359,"25,444.51",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Meltham Moor Primary School,23AYF0357361,"65,594.11",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Lindley Church of England Infant School,23AYF0357363,"111,303.07",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Our Lady of Mount Carmel Catholic First School,23AYF0357366,"90,760.07",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Our Lady's Catholic Primary School,23AYF0357369,"30,349.57",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Augustine's Catholic High School,23AYF0357372,"335,827.20",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Augustine's Catholic High School,23AYF0357374,"113,190.87",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Bede's Catholic Middle School,23AYF0357377,"252,008.57",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Benedict's Catholic High School,23AYF0357380,"236,881.15",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Benedict's Catholic High School,23AYF0357382,"35,386.54",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Gregory's Catholic Primary School,23AYF0357385,"60,719.57",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Mary's Catholic Primary School,23AYF0357389,"48,034.13",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Mary's Catholic Primary School,23AYF0357392,"25,498.82",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Mary's Catholic Primary School,23AYF0357395,"31,170.82",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Peter's Catholic First School,23AYF0357399,"89,159.02",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Thomas More Catholic First School,23AYF0357402,"62,453.17",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Trinity Secondary School,23AYF0357405,"240,758.84",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Badby School,23AYF0357410,"45,077.65",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Kilsby Church of England Primary School,23AYF0357414,"37,762.60",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Weedon Bec Primary School,23AYF0357417,"65,587.43",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Woodford Halse Church of England Primary Academy,23AYF0357420,"79,225.08",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Broadstone First School,23AYF0357423,"89,587.67",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Broadstone Middle School,23AYF0357426,"234,035.41",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Ferndown First School,23AYF0357430,"116,923.77",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Ferndown Middle School,23AYF0357433,"220,423.91",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Parley First School,23AYF0357436,"97,972.46",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,North West London Jewish Day School,23AYF0357440,"69,867.01",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Ackworth Mil Dam School,23AYF0357444,"57,008.77",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Cherry Tree Academy,23AYF0357447,"104,636.10",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Crofton Infant School,23AYF0357450,"53,092.44",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Lee Brigg Infant and Nursery School,23AYF0357453,"41,527.91",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Normanton Common Primary Academy,23AYF0357456,"99,120.21",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Normanton Junior Academy,23AYF0357460,"116,211.25",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Sharlston Community School (3-11) With Visual Imp,23AYF0357464,"94,053.56",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,South Kirkby Junior Academy,23AYF0357468,"85,144.60",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Walton Primary Academy,23AYF0357472,"91,231.86",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,West End Academy,23AYF0357475,"63,378.75",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Wrenthorpe Primary Academy,23AYF0357479,"93,550.44",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,King's Meadow Academy,23AYF0357482,"104,525.17",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Churchfield Primary,23AYF0357485,"141,664.73",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Hagley Catholic High School,23AYF0357489,"413,181.56",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Hagley Catholic High School,23AYF0357491,"72,659.21",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Our Lady and St Hubert's Catholic Primary School,23AYF0357495,"144,698.49",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Our Lady of Fatima Catholic Primary School,23AYF0357499,"68,480.92",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Ambrose Catholic Primary,23AYF0357503,"60,886.16",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Francis Xavier Catholic Primary School,23AYF0357506,"76,417.91",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Gregory's Catholic Primary School,23AYF0357510,"82,021.73",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Joseph's RC Primary School,23AYF0357514,"60,554.90",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Mary's RC Primary School,23AYF0357518,"64,140.91",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Philip's Catholic Primary School,23AYF0357522,"79,647.77",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Wulstan's Catholic Primary School,23AYF0357526,"50,320.22",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,All Saints CE Junior School,23AYF0357529,"72,832.69",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Central CofE Academy,23AYF0357533,"51,598.71",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Christ Church CE Primary and Nursery Academy,23AYF0357536,"156,644.61",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Blasius Shanklin CofE Primary Academy,23AYF0357539,"69,271.68",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Francis Catholic & C of E Primary Academy,23AYF0357542,"75,630.23",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St James' Church of England Primary Academy,23AYF0357545,"129,078.01",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Leonard's Church of England Primary Academy,23AYF0357548,"151,035.73",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St. Paul's CE Academy,23AYF0357551,"216,813.51",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St.Catherine's College,23AYF0357554,"521,031.13",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,The March CE Primary School,23AYF0357557,"62,114.35",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St John's Meads CE Primary School,23AYF0357561,"64,613.51",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Columba CE Primary School,23AYF0357564,"39,433.26",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Sedlescombe CofE Primary School,23AYF0357569,"60,983.24",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Hurst Green Church of England Primary School and Nursery,23AYF0357576,"33,706.97",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Northiam Church of England Primary School,23AYF0357579,"31,108.59",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Brompton-Westbrook Primary School,23AYF0357583,"150,400.14",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Byron Primary School,23AYF0357586,"174,257.91",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St. Margaret's Infant School,23AYF0357589,"84,426.67",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Oaklands School,23AYF0357592,"138,555.08",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Cronton Church of England Primary Academy,23AYF0357595,"62,778.96",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Halewood Church of England Primary Academy,23AYF0357599,"63,748.22",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Holy Trinity CE Primary,23AYF0357603,"75,576.18",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Huyton with Roby CE Primary School,23AYF0357606,"135,264.73",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Parish CE Primary,23AYF0357610,"77,235.71",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Michael's Church of England High School,23AYF0357613,"302,067.58",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Michael's Church of England High School,23AYF0357617,"35,895.59",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,ST THOMAS CE PRIMARY SCHOOL,23AYF0357623,"62,692.53",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,The Beacon CE Primary School,23AYF0357626,"147,430.45",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St James' CofE Primary,23AYF0357630,"77,073.29",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Andrew's Maghull CE Primary,23AYF0357634,"86,647.36",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Bishop Martin CE Primary,23AYF0357638,"63,484.64",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Highfield St Matthew's CofE Primary School,23AYF0357641,"132,828.12",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Glazebury CofE (Aided) Primary School,23AYF0357645,"29,556.73",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Hollins Green St Helen's CofE (Aided) Primary Scho,23AYF0357649,"38,195.38",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Saint Paul's CofE Primary School,23AYF0357653,"64,510.03",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St James' Church of England Primary School,23AYF0357657,"55,963.03",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Rainford Church of England Primary School,23AYF0357661,"79,939.92",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Sparken Hill Academy,23AYF0357665,"194,212.69",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Axminster Community Primary Academy,23AYF0357669,"81,383.26",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Mrs Ethelston's CofE Primary Academy,23AYF0357683,"57,580.99",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Andrew's CofE Primary Academy,23AYF0357686,"31,218.34",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,DAUBENEY ACADEMY,23AYF0357692,"231,945.32",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Lancot School,23AYF0357695,"121,583.23",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Springfield Primary School,23AYF0357699,"129,556.74",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Curledge Street Academy,23AYF0357702,"140,195.78",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Kings Ash Academy,23AYF0357704,"136,268.56",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Paignton Community and Sports Academy,23AYF0357706,"724,465.39",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Paignton Community and Sports Academy,23AYF0357707,"27,915.24",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Greenfields Specialist School for Communication,23AYF0357709,"62,499.98",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Greenfields Specialist School for Communication,23AYF0357710,"25,833.32",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,East Park Primary Academy,23AYF0357712,"236,047.68",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Hill Avenue Primary School,23AYF0357715,"117,778.13",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,MANOR PRIMARY SCHOOL,23AYF0357719,"210,237.04",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Thomas CofE Primary Academy,23AYF0357722,"71,036.83",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Albans CofE Primary Academy,23AYF0357725,"64,594.76",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Brindley Heath Junior School,23AYF0357729,"72,466.95",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Foley Infant School,23AYF0357732,"48,312.31",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Foxyards Primary Academy,23AYF0357735,"106,549.49",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Hateley Heath Primary School,23AYF0357738,"144,734.88",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Townlands Church of England Primary School,23AYF0357742,"112,720.35",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Lazonby C of E Primary School,23AYF0357754,"26,109.15",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Wreay C of E School,23AYF0357767,"31,315.73",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Lodge Farm Junior Mixed and Infant School,23AYF0357780,"119,713.23",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Northwood Park Primary School,23AYF0357782,"215,677.39",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Villiers Primary School,23AYF0357784,"225,496.66",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Busill Jones Primary School,23AYF0357786,"101,743.54",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Allenbourn Middle School,23AYF0357788,"213,497.75",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Colehill First School,23AYF0357791,"46,305.28",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Emmanuel Middle CofE School,23AYF0357794,"159,003.95",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Hayeswood First School,23AYF0357797,"44,518.86",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Merley First School,23AYF0357800,"90,178.40",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Queen Elizabeth's School,23AYF0357803,"546,442.66",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Queen Elizabeth's School,23AYF0357806,"155,436.18",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,"St John's Church of England First School, Wimborne",23AYF0357810,"48,841.09",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Michael's Church of England Voluntary Aided Mid,23AYF0357813,"217,021.34",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Lockyer's Middle School,23AYF0357820,"166,780.87",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Hillside First School,23AYF0357823,"69,307.60",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Verwood CE First School,23AYF0357827,"79,265.23",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Godinton Primary School,23AYF0357833,"126,184.35",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,Our Lady of Walsingham Catholic Primary School,23AYF0357836,"137,041.04",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Brendan's Catholic Primary School,23AYF0357839,"97,703.89",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Edward's Catholic Primary School,23AYF0357842,"60,763.48",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Joseph's and St Gregory's Catholic Primary School,23AYF0357846,"132,218.13",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Gregory's Catholic Primary School,23AYF0357849,"90,575.35",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St John Rigby Catholic Primary School,23AYF0357852,"124,279.23",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Mary's Catholic Primary School,23AYF0357855,"70,094.48",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Thomas More Catholic Primary School,23AYF0357859,"66,734.33",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Thomas More Catholic School,23AYF0357862,"369,606.64",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,St Thomas More Catholic School,23AYF0357864,"70,351.80",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,The Good Shepherd Catholic Primary School,23AYF0357868,"90,871.02",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,THOMAS BECKET CATHOLIC SCHOOL,23AYF0357872,"368,974.63",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,THOMAS BECKET CATHOLIC SCHOOL,23AYF0357875,"57,743.64",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,"Our Lady's Catholic Primary School, Wellingborough",23AYF0357878,"127,088.08",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,The Forest View Academy,23AYF0357882,"80,098.27",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,The Parkgate Academy,23AYF0357889,"110,505.26",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,The Sir Donald Bailey Academy,23AYF0357893,"186,933.98",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,The West Park Academy,23AYF0357896,"80,210.97",Current grants - Academy Trust
Department for Education,ESFA,01/02/2023,Grants Expenditure,ESFA Funding Directorate,The Python Hill Academy,23AYF0357899,"104,262.35",Current grants - Academy Trust
