Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Meridian School,6983629,117917.67,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,The Crescent Academy,6983637,217458.18,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,St Augustine Academy,6983641,281066.48,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Birmingham Ormiston Academy,6983649,144316.92,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,Birmingham Ormiston Academy,6983655,281893.76,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,The Greneway School,6983659,134077.20,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Northumberland Heath Primary School,6983673,194054.21,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Weston Favell Academy,6983679,541570.62,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Weston Favell Academy,6983681,40030.75,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,Weston Favell Academy,6983685,44793.04,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Roysia Middle School,6983687,43314.21,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Clapton Girls' Academy ,6983697,576799.49,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,Clapton Girls' Academy ,6983703,116140.89,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Samuel Whitbread Academy,6983709,519659.75,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,Samuel Whitbread Academy,6983717,150699.82,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Ryde Academy,6983721,442215.46,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,Ryde Academy,6983727,39469.42,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,Harlington Upper School,6983735,93484.21,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Harlington Upper School,6983737,377736.82,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Churchdown School,6983743,472020.19,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,Churchdown School,6983749,63777.80,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Brunel Primary & Nursery Academy,6983753,84694.23,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Caistor Yarborough Academy,6983761,151199.21,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,The Cheadle Academy,6983767,163325.32,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Chipping Campden School,6983779,394275.10,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Chipping Campden School,6983781,25763.47,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,Chipping Campden School,6983783,89405.42,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,CHRIST CHURCH ACADEMY,6983785,185159.70,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Feversham College,6983793,270722.04,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Feversham College,6983797,34903.51,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,Feversham College,6983799,67176.87,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Finham Park School,6983801,448010.88,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Finham Park School,6983803,43454.48,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,Finham Park School,6983805,111346.50,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Great Marlow School,6983809,434832.20,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,Great Marlow School,6983815,72667.82,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Flixton Girls School ,6983819,352878.77,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Hayesfield Girls School,6983829,375308.27,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Hayesfield Girls School,6983831,35707.01,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,Hayesfield Girls School,6983835,91014.50,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,"Holy Cross Catholic Primary School, Harlow",6983839,116976.93,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,John Spendluffe Foundation Technology College,6983843,267451.93,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Kesgrave High School,6983849,575170.87,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Kesgrave High School,6983851,31229.13,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,Kesgrave High School,6983853,113912.09,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Oakfield School,6983857,215742.09,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Park View School,6983863,467332.69,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,Park View School,6983867,104681.96,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Queen Elizabeth's Grammar School,6983873,393418.11,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Queen Elizabeth's Grammar School,6983875,27381.89,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,Queen Elizabeth's Grammar School,6983877,86116.06,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Roundwood Park School,6983881,381885.48,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,Roundwood Park School,6983885,113212.73,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Sawtry Community College Academy,6983889,267540.68,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,Sawtry Community College Academy,6983895,61265.78,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,SIGNHILLS ACADEMY ,6983897,101343.26,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Southfield School For Girls,6983905,333117.49,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,Southfield School For Girls,6983909,63734.44,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,St Helen's Catholic Junior School,6983913,89848.97,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Stratford School ,6983917,678699.49,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,The Marches School,6983927,510039.77,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,The Marches School,6983933,57195.94,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,St Joseph’s Catholic College,6983937,504525.05,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Holy Cross Catholic Primary School,6983941,78745.07,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,St Peter's Catholic High School and Sixth Form Cen,6983945,490394.82,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,St Peter's Catholic High School and Sixth Form Cen,6983951,106804.01,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Great Malvern Primary School,6983965,104629.66,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Sir William Romney's School,6983971,219433.33,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,THE COLESHILL SCHOOL,6983977,69490.38,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,THE COLESHILL SCHOOL,6983979,394703.80,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Co-op Academy Swinton,6983983,319995.32,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Abbey Infants' School,6983989,60321.30,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Abbey Junior School,6983993,88581.21,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Bury St Edmunds County Upper School,6983997,304441.06,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,Bury St Edmunds County Upper School,6984003,89389.56,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Henley In Arden School,6984005,233720.44,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Longsands Academy,6984013,565260.62,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,Longsands Academy,6984017,139775.41,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Stockland Green School,6984021,344339.58,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,ALDERBROOK SCHOOL,6984031,501586.60,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,ALDERBROOK SCHOOL,6984037,60566.64,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Beverley Grammar School,6984039,261315.47,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,Beverley Grammar School,6984043,44450.09,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Bournemouth School for Girls,6984047,295314.71,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Bournemouth School for Girls,6984049,43497.29,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,Bournemouth School for Girls,6984051,96824.05,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Bowland High ,6984053,211772.39,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Bungay High School,6984059,297350.13,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,Bungay High School,6984065,42257.34,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Charlton Kings Infant School,6984067,68410.21,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Churchill Academy,6984075,484085.69,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,Churchill Academy,6984079,89088.94,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,CROFTON ACADEMY,6984081,415306.33,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,Freman College,6984089,97239.14,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Freman College,6984095,291590.79,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Fullbrook school,6984103,481773.19,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,Fullbrook school,6984107,66651.56,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Outwood Academy Foxhills ,6984111,277896.33,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Graveney School,6984117,613673.65,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,Graveney School,6984125,298056.66,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Langley Park School for Girls,6984127,473520.37,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,Langley Park School for Girls,6984133,109345.12,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Langley School,6984137,414394.24,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Langley School,6984143,25166.67,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Lode Heath School,6984147,453915.26,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Rivers Academy West London,6984155,430875.20,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,Rivers Academy West London,6984161,41365.46,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Lynch Hill School Primary Academy,6984165,281746.59,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,"Minsthorpe Community College, A Specialist Science",6984173,575032.17,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,"Minsthorpe Community College, A Specialist Science",6984179,67097.77,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Newport Community School Primary Academy,6984183,115995.00,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Notley High School and Braintree Sixth Form,6984191,479475.11,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,Notley High School and Braintree Sixth Form,6984197,86495.11,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,The Raleigh School,6984199,109893.85,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Moor End Academy ,6984205,443160.31,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Moor End Academy ,6984207,45654.94,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,TAPTON SCHOOL,6984213,467445.88,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,TAPTON SCHOOL,6984215,49570.49,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,TAPTON SCHOOL,6984219,137178.70,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,The Arthur Terry School,6984221,142943.06,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,The Arthur Terry School,6984225,490187.63,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,The Arthur Terry School,6984227,43412.37,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Rodborough Technology College,6984231,340556.13,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,West Hill School,6984239,340816.93,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Heighington Church of England Primary School,6984251,64955.38,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Chulmleigh Primary School,6984257,49422.89,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Chulmleigh Community College,6984261,228841.73,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Hadleigh Infant and Nursery School ,6984273,63487.33,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Nower Hill High School,6984281,674177.58,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,Nower Hill High School,6984287,146248.16,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,South Benfleet Primary School,6984291,107035.40,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,WESTWOOD ACADEMY,6984295,54814.34,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,ST MARY'S CATHOLIC PRIMARY SCHOOL,6984299,57952.06,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Darrick Wood Infant School,6984305,75731.85,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Katharine Lady Berkeley's School,6984311,459626.21,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Katharine Lady Berkeley's School,6984313,39244.25,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,Katharine Lady Berkeley's School,6984315,71136.81,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,Holyhead School,6984317,101406.84,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Holyhead School,6984323,510189.34,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Stewart Fleming Primary School,6984329,144804.19,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Lightcliffe Academy ,6984337,499747.85,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,Lightcliffe Academy ,6984343,62463.81,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,UPPER SHIRLEY HIGH SCHOOL,6984345,334077.18,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,UPPER SHIRLEY HIGH SCHOOL,6984347,53508.19,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Verulam School,6984351,342650.17,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,Verulam School,6984355,80514.36,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,The Hathershaw College,6984359,470835.00,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,The Campion School,6984371,300977.02,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,ACADEMY AND FREE SCHOOLS SIXTH FORMS,The Campion School,6984377,139221.85,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Heaton Primary School,6984379,207969.17,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,Blessed Robert Widmerpool Catholic Primary and Nur,6984387,60160.86,Funding payments to schools and other educational establishments
Department for Education,Education and Skills Funding Agency,03/02/2020,Grants expenditure,IFD EDUCATION FUNDING GROUP,King Edward VI Aston School,6984395,249541.98,Funding payments to schools and other educational establishments
