Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
Department for Education,DfE Core,31/12/2020,Grants expenditure,Adoption and Children in Care Division,LIVERPOOL CITY COUNCIL,CORE-MAIN-010228,77473.25,Grants to local authorities
Department for Education,DfE Core,31/12/2020,Grants expenditure,Adoption and Children in Care Division,LONDON BOROUGH OF BEXLEY COUNCIL DCSF,CORE-MAIN-010229,39543.75,Grants to local authorities
Department for Education,DfE Core,31/12/2020,Grants expenditure,Adoption and Children in Care Division,London Borough of Tower Hamlets,CORE-MAIN-010232,57298.00,Grants to local authorities
Department for Education,DfE Core,31/12/2020,Grants expenditure,Adoption and Children in Care Division,LUTON BOROUGH COUNCIL,CORE-MAIN-010233,37929.50,Grants to local authorities
Department for Education,DfE Core,31/12/2020,Grants expenditure,Adoption and Children in Care Division,MANCHESTER CITY COUNCIL,CORE-MAIN-010234,132350.25,Grants to local authorities
Department for Education,DfE Core,31/12/2020,Grants expenditure,Adoption and Children in Care Division,MEDWAY COUNCIL,CORE-MAIN-010235,41157.75,Grants to local authorities
Department for Education,DfE Core,31/12/2020,Grants expenditure,Adoption and Children in Care Division,MERTON BOROUGH COUNCIL,CORE-MAIN-010236,34701.50,Grants to local authorities
Department for Education,DfE Core,31/12/2020,Grants expenditure,Adoption and Children in Care Division,Middlesbrough Council,CORE-MAIN-010237,41157.75,Grants to local authorities
Department for Education,DfE Core,31/12/2020,Grants expenditure,Adoption and Children in Care Division,MILTON KEYNES COUNCIL,CORE-MAIN-010238,39543.75,Grants to local authorities
Department for Education,DfE Core,31/12/2020,Grants expenditure,Adoption and Children in Care Division,NEWCASTLE CITY COUNCIL,CORE-MAIN-010239,61333.00,Grants to local authorities
Department for Education,DfE Core,31/12/2020,Grants expenditure,Adoption and Children in Care Division,NEWHAM LONDON BOROUGH COUNCIL,CORE-MAIN-010240,84736.50,Grants to local authorities
Department for Education,DfE Core,31/12/2020,Grants expenditure,Adoption and Children in Care Division,NORFOLK COUNTY COUNCIL,CORE-MAIN-010241,128315.00,Grants to local authorities
Department for Education,DfE Core,31/12/2020,Grants expenditure,Adoption and Children in Care Division,NORTH SOMERSET COUNCIL,CORE-MAIN-010244,29052.50,Grants to local authorities
Department for Education,DfE Core,31/12/2020,Grants expenditure,Adoption and Children in Care Division,NORTH TYNESIDE METRO BOROUGH COUNCIL,CORE-MAIN-010245,34701.50,Grants to local authorities
Department for Education,DfE Core,31/12/2020,Grants expenditure,Adoption and Children in Care Division,NORTH YORKSHIRE COUNTY COUNCIL,CORE-MAIN-010246,60526.00,Grants to local authorities
