Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Halley House School,22AYF0217666,"106,929.09",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Halling Primary School,22AYF0220765,"107,494.14",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hallmoor School,22AYF0225164,"171,666.60",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hallmoor School,22AYF0225165,"46,666.65",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hallsville Primary School,22AYF0215666,"176,118.11",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hallsville Primary School,22AYF0215668,"37,796.89",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Halsford Park Primary School,22AYF0233925,"119,216.58",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Halsnead Primary School,22AYF0243357,"107,817.73",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Halstow Primary School,22AYF0240968,"147,154.81",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Halterworth Primary School,22AYF0248343,"122,116.14",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Halterworth Primary School,22AYF0248344,"29,757.13",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,03/12/2021,Grants Expenditure,ESFA Funding,HALTON BOROUGH COUNCIL,21DSG005592,"3,319,288.00",Current grants - Local Government
Department for Education,Education and Skills Funding Agency,22/12/2021,Grants Expenditure,ESFA Funding,HALTON BOROUGH COUNCIL,21DSG005898,"3,319,288.00",Current grants - Local Government
Department for Education,Education and Skills Funding Agency,31/12/2021,Grants Expenditure,ESFA Funding,HALTON BOROUGH COUNCIL,LAADD05620,"163,891.25",Current grants - Local Government
Department for Education,Education and Skills Funding Agency,31/12/2021,Grants Expenditure,ESFA Funding,HALTON BOROUGH COUNCIL,LAADD05622,"151,836.56",Current grants - Local Government
Department for Education,Education and Skills Funding Agency,31/12/2021,Grants Expenditure,ESFA Funding,HALTON BOROUGH COUNCIL,LAADD05623,"1,442,350.00",Current grants - Local Government
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Haltwhistle First Academy,22AYF0250021,"68,548.11",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Ham Dingle Primary School,22AYF0248015,"116,652.70",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hambleton Primary Academy,22AYF0225378,"64,550.37",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hambridge Community Primary School,22AYF0244090,"37,654.48",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hamford Primary Academy,22AYF0215249,"113,433.76",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hamilton Academy,22AYF0224334,"52,285.90",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hamilton Academy,22AYF0226429,"208,413.71",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hamilton Academy,22AYF0244245,"593,981.36",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hamilton School (Phoenix College),22AYF0230862,"46,666.65",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,17/12/2021,Grants Expenditure,ESFA Funding,HAMMERSMITH & FULHAM LONDON BOROUGH COUNCIL,ED212220210518597,"357,148.31",Current grants - Local Government
Department for Education,Education and Skills Funding Agency,17/12/2021,Grants Expenditure,ESFA Funding,HAMMERSMITH & FULHAM LONDON BOROUGH COUNCIL,ED212220210518598,"42,969.15",Current grants - Local Government
Department for Education,Education and Skills Funding Agency,03/12/2021,Grants Expenditure,ESFA Funding,HAMMERSMITH & FULHAM LONDON BOROUGH COUNCIL,21DSG005591,"3,379,884.00",Current grants - Local Government
Department for Education,Education and Skills Funding Agency,22/12/2021,Grants Expenditure,ESFA Funding,HAMMERSMITH & FULHAM LONDON BOROUGH COUNCIL,21DSG005897,"3,379,884.00",Current grants - Local Government
Department for Education,Education and Skills Funding Agency,31/12/2021,Grants Expenditure,ESFA Funding,HAMMERSMITH & FULHAM LONDON BOROUGH COUNCIL,LAADD05148,"92,984.75",Current grants - Local Government
Department for Education,Education and Skills Funding Agency,31/12/2021,Grants Expenditure,ESFA Funding,HAMMERSMITH & FULHAM LONDON BOROUGH COUNCIL,LAADD05150,"88,350.94",Current grants - Local Government
Department for Education,Education and Skills Funding Agency,31/12/2021,Grants Expenditure,ESFA Funding,HAMMERSMITH & FULHAM LONDON BOROUGH COUNCIL,LAADD05151,"837,698.00",Current grants - Local Government
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hammersmith Academy,22AYF0226432,"416,955.32",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hammersmith Academy,22AYF0226434,"29,686.31",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hammersmith Academy,22AYF0226435,"114,402.87",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hammond Academy,22AYF0216809,"132,571.47",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hammond School,22AYF0225638,"93,070.20",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hamp Academy,22AYF0219059,"131,461.03",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,17/12/2021,Grants Expenditure,ESFA Funding,Hampshire County Council,ED212220210518589,"91,175.72",Current grants - Local Government
Department for Education,Education and Skills Funding Agency,03/12/2021,Grants Expenditure,ESFA Funding,Hampshire County Council,21DSG005590,"35,079,503.00",Current grants - Local Government
Department for Education,Education and Skills Funding Agency,20/12/2021,Grants Expenditure,ESFA Funding,Hampshire County Council,FCSAEB A178842-A,"104,986.00",Current grants - Private Sector
Department for Education,Education and Skills Funding Agency,20/12/2021,Grants Expenditure,ESFA Post-16 Funding,Hampshire County Council,FCSESF A157026-A,"31,627.36",Current grants
Department for Education,Education and Skills Funding Agency,22/12/2021,Grants Expenditure,ESFA Funding,Hampshire County Council,21DSG005896,"35,079,503.00",Current grants - Local Government
Department for Education,Education and Skills Funding Agency,31/12/2021,Grants Expenditure,ESFA Funding,Hampshire County Council,LAADD05550,"992,877.75",Current grants - Local Government
Department for Education,Education and Skills Funding Agency,31/12/2021,Grants Expenditure,ESFA Funding,Hampshire County Council,LAADD05551,"94,800.00",Current grants - Local Government
Department for Education,Education and Skills Funding Agency,31/12/2021,Grants Expenditure,ESFA Funding,Hampshire County Council,LAADD05552,"918,815.63",Current grants - Local Government
Department for Education,Education and Skills Funding Agency,31/12/2021,Grants Expenditure,ESFA Funding,Hampshire County Council,LAADD05553,"8,943,973.00",Current grants - Local Government
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hampsthwaite C of E Primary School,22AYF0250368,"38,088.59",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hampton College,22AYF0226438,"593,867.77",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hampton College,22AYF0226441,"69,597.31",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hampton Gardens Secondary School,22AYF0226444,"463,268.78",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hampton High,22AYF0245181,"388,423.07",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hampton Lakes Primary School,22AYF0226451,"47,549.77",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hampton Primary School,22AYF0226460,"206,515.12",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hampton Vale Primary Academy,22AYF0225189,"186,470.94",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hamsey Green Primary School,22AYF0239500,"92,324.55",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hamstead Hall Academy,22AYF0226465,"68,485.49",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hamstead Hall Academy,22AYF0226468,"468,502.15",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hamstel Infant School and Nursery,22AYF0234581,"152,510.60",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hamstel Junior School,22AYF0234586,"198,004.24",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hamstreet Primary Academy,22AYF0215433,"89,236.35",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hamworthy Park Junior School,22AYF0226500,"150,774.95",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hanborough Manor CofE School,22AYF0224718,"60,069.55",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,HANDFORD HALL PRIMARY SCHOOL,22AYF0233084,"116,213.13",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Handforth Grange Primary,22AYF0225200,"93,497.89",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Handsworth Grange Community Sports College,22AYF0231419,"485,012.08",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Handsworth Wood Girls' Academy,22AYF0228815,"78,555.48",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Handsworth Wood Girls' Academy,22AYF0228819,"416,562.40",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hanham Woods Academy,22AYF0219409,"344,170.97",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hanley Castle High School,22AYF0226592,"372,643.59",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hanley Castle High School,22AYF0226594,"74,280.09",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hanley Swan St Gabriel's St Mary's CofE Primary,22AYF0226597,"33,495.83",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hannah More Infant School,22AYF0230171,"40,957.21",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hans Price Academy,22AYF0219412,"479,255.05",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hanwell Fields Community School,22AYF0247938,"127,364.39",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hanwell Fields Community School,22AYF0247940,"26,805.88",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,20/12/2021,Grants Expenditure,ESFA Apprenticeships,HAPPY COMPUTERS LTD,FCSAPP A417428-A,"29,210.12",Current grants - Private Sector
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Harbertonford Church of England Primary School,22AYF0230351,"28,977.49",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Harborne Academy,22AYF0226603,"328,088.69",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Harborne Academy,22AYF0226605,"26,917.76",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Harbour School Dorset,22AYF0241525,"33,333.32",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Harbour Vale School,22AYF0236669,"29,999.99",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Harden Primary School,22AYF0224592,"60,567.50",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hardenhuish School,22AYF0226607,"534,808.50",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hardenhuish School,22AYF0226608,"30,156.27",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hardenhuish School,22AYF0226610,"115,071.57",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hardingstone Academy,22AYF0223127,"66,764.17",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hardwick Green Primary Academy,22AYF0242523,"114,988.11",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hardwick Primary School,22AYF0215984,"75,111.06",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hardwick Primary School,22AYF0222135,"212,613.60",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hardwick Primary School,22AYF0225729,"64,568.55",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hardwicke Parochial Academy,22AYF0241894,"123,960.19",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Hareclive E-ACT Academy,22AYF0223019,"152,735.90",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Harefield Primary School,22AYF0226503,"146,086.11",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,17/12/2021,Grants Expenditure,ESFA Funding,HARINGEY LONDON BOROUGH COUNCIL,ED212220210518617,"187,704.12",Current grants - Local Government
Department for Education,Education and Skills Funding Agency,17/12/2021,Grants Expenditure,ESFA Funding,HARINGEY LONDON BOROUGH COUNCIL,ED212220210518620,"127,664.86",Current grants - Local Government
Department for Education,Education and Skills Funding Agency,03/12/2021,Grants Expenditure,ESFA Funding,HARINGEY LONDON BOROUGH COUNCIL,21DSG005593,"8,144,700.00",Current grants - Local Government
Department for Education,Education and Skills Funding Agency,22/12/2021,Grants Expenditure,ESFA Funding,HARINGEY LONDON BOROUGH COUNCIL,21DSG005899,"8,144,700.00",Current grants - Local Government
Department for Education,Education and Skills Funding Agency,31/12/2021,Grants Expenditure,ESFA Funding,HARINGEY LONDON BOROUGH COUNCIL,LAADD05224,"252,226.75",Current grants - Local Government
Department for Education,Education and Skills Funding Agency,31/12/2021,Grants Expenditure,ESFA Funding,HARINGEY LONDON BOROUGH COUNCIL,LAADD05226,"240,787.97",Current grants - Local Government
Department for Education,Education and Skills Funding Agency,31/12/2021,Grants Expenditure,ESFA Funding,HARINGEY LONDON BOROUGH COUNCIL,LAADD05227,"2,084,529.00",Current grants - Local Government
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Haringey Sixth Form College,22AYF0226618,"627,870.72",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Haringey Sixth Form College,22AYF0226619,"59,999.98",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Haringey Sixth Form College,22AYF0226623,"82,771.63",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Harington School,22AYF0235975,"93,744.82",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Harlands Primary School,22AYF0226624,"119,026.05",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Harlands Primary School,22AYF0226625,"27,273.89",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Harleston CofE Academy,22AYF0242073,"129,584.47",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Harlington Lower School,22AYF0243209,"43,652.60",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Harlington Upper School,22AYF0245102,"413,830.46",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Harlington Upper School,22AYF0245106,"112,596.70",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Harlow Academy,22AYF0226628,"55,833.31",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,17/12/2021,Grants Expenditure,ESFA Funding,HARLOW COLLEGE,ED212220210516852,"787,429.44",Current grants - Private Sector
Department for Education,Education and Skills Funding Agency,17/12/2021,Grants Expenditure,ESFA Funding,HARLOW COLLEGE,ED212220210516853,"47,376.00",Current grants - Private Sector
Department for Education,Education and Skills Funding Agency,17/12/2021,Grants Expenditure,ESFA Funding,HARLOW COLLEGE,ED212220210516857,"118,343.87",Current grants - Private Sector
Department for Education,Education and Skills Funding Agency,17/12/2021,Grants Expenditure,ESFA Funding,HARLOW COLLEGE,FCSAEB A178499-A,"-283,757.95",Current grants - Private Sector
Department for Education,Education and Skills Funding Agency,20/12/2021,Grants Expenditure,ESFA Funding,HARLOW COLLEGE,FCSAEB A179083-A,"177,919.00",Current grants - Private Sector
Department for Education,Education and Skills Funding Agency,20/12/2021,Grants Expenditure,ESFA Apprenticeships,HARLOW COLLEGE,FCSAPP A417318-A,"28,186.15",Current grants - Private Sector
Department for Education,Education and Skills Funding Agency,20/12/2021,Grants Expenditure,ESFA Apprenticeships,HARLOW COLLEGE,FCSAPP A419099-A,"38,160.57",Current grants - Private Sector
Department for Education,Education and Skills Funding Agency,20/12/2021,Grants Expenditure,ESFA Apprenticeships,HARLOW COLLEGE,FCSAPP A423258-A,"56,395.38",Current grants - Private Sector
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Harlowbury Primary School,22AYF0239649,"58,216.58",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Harmonize Academy AP Free School,22AYF0230110,"86,666.63",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Harpenden Free School,22AYF0236284,"66,406.79",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Harper Green School,22AYF0230041,"660,350.37",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Harpfield Primary Academy,22AYF0221531,"67,161.51",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Harriers Banbury Academy,22AYF0216733,"121,809.35",Current grants - Academy Trust
Department for Education,Education and Skills Funding Agency,20/12/2021,Grants Expenditure,ESFA Apprenticeships,Harriet Ellis Training Solutions Ltd,FCSAPP A423106-A,"61,587.90",Current grants - Private Sector
Department for Education,Education and Skills Funding Agency,20/12/2021,Grants Expenditure,ESFA Apprenticeships,Harriet Ellis Training Solutions Ltd,FCSAPP A423110-A,"78,735.98",Current grants - Private Sector
Department for Education,Education and Skills Funding Agency,01/12/2021,Grants Expenditure,ESFA Funding,Harris Academy Battersea,22AYF0226639,"514,374.90",Current grants - Academy Trust
