Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Ashcroft Technology Academy,EUPS910898,"55,999.20 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Ashcroft Technology Academy,EUPS913160,"108,032.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Ashfield Comprehensive School,22AYF0689827,"942,841.38 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Ashfield Comprehensive School,22AYF0689829,"231,549.11 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Ashfield Comprehensive School,EUPS916892,"160,402.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,30/06/2022,Grants Expenditure,ESFA Funding Directorate,Ashford Borough Council,23LAADD02873,"878,420.85 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Ashgate Croft School,22AYF0672855,"95,833.30 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Ashingdon Primary Academy,22AYF0658458,"58,962.19 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Ashington High School,22AYF0675368,"442,814.45 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Ashington High School,22AYF0675370,"30,029.55 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Ashington High School,EUPS918190,"72,966.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Ashlawn School,22AYF0690638,"598,015.52 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Ashlawn School,22AYF0690639,"41,856.72 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Ashlawn School,22AYF0690640,"160,847.16 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Ashlawn School,EUPS918964,"99,956.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Ashleigh C of E Primary School,22AYF0692035,"70,813.32 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Ashley CofE Aided Primary School,22AYF0686313,"178,411.71 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Ashley CofE Aided Primary School,22AYF0686314,"28,149.88 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Ashley CofE Aided Primary School,EUPS918813,"29,146.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Ashmole Academy,22AYF0659977,"609,058.09 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Ashmole Academy,22AYF0659980,"210,033.42 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Ashmole Academy,EUPS913226,"104,223.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Ashmole Primary School,22AYF0659983,"114,040.02 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Ashperton Primary Academy,22AYF0659988,"56,263.83 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Ashton Park School,22AYF0668753,"500,716.81 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Ashton Park School,22AYF0668756,"53,871.04 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Ashton Park School,EUPS915806,"82,284.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Ashton Sixth Form College,22AYF0682196,"934,536.27 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Ashton Sixth Form College,EUPS919320,"34,485.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Ashton Vale Primary School,22AYF0668761,"60,297.87 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Ashton West End Primary Academy,22AYF0659990,"158,042.10 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,ASHTON-ON-MERSEY SCHOOL,22AYF0684850,"578,222.06 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,ASHTON-ON-MERSEY SCHOOL,22AYF0684853,"51,572.13 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,ASHTON-ON-MERSEY SCHOOL,EUPS914728,"93,649.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Ashwood Spencer Academy,22AYF0689283,"219,891.51 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Ashwood Spencer Academy,EUPS920192,"33,650.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Askern Littlemoor Infant Academy,22AYF0673139,"42,815.75 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,17/06/2022,Grants Expenditure,ESFA Funding Directorate,ASKHAM BRYAN COLLEGE CO LTD,ED212220210538403,"1,000,291.28 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,17/06/2022,Grants Expenditure,ESFA Funding Directorate,ASKHAM BRYAN COLLEGE CO LTD,ED212220210538404,"92,160.00 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,ESFA Funding Directorate,ASKHAM BRYAN COLLEGE CO LTD,FCSAEB A186244-A,"29,138.00 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,Apprenticeships,ASKHAM BRYAN COLLEGE CO LTD,FCSAPP A493646-A,"40,463.28 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,Apprenticeships,ASKHAM BRYAN COLLEGE CO LTD,FCSAPP A498770-A,"40,411.75 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,Apprenticeships,ASKHAM BRYAN COLLEGE CO LTD,FCSAPP A498774-A,"27,275.66 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,Apprenticeships,ASKHAM BRYAN COLLEGE CO LTD,FCSAPP A499582-A,"-61,812.32 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,Apprenticeships,ASKHAM BRYAN COLLEGE CO LTD,FCSAPP A499583-A,"74,709.15 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Askwith Community Primary School,22AYF0693781,"28,501.88 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,17/06/2022,Grants Expenditure,ESFA Funding Directorate,ASPHALEIA LTD,ED212220210538758,"36,516.62 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Aspin Park Academy,22AYF0666978,"116,877.72 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Aspin Park Academy,22AYF0666979,"26,983.89 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,Apprenticeships,ASPIRATION TRAINING LTD,FCSAPP A498790-A,"93,420.72 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,Apprenticeships,ASPIRATION TRAINING LTD,FCSAPP A498791-A,"33,255.78 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,Apprenticeships,ASPIRATION TRAINING LTD,FCSAPP A498793-A,"27,100.54 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,Apprenticeships,ASPIRATION TRAINING LTD,FCSAPP A498794-A,"181,981.81 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,Apprenticeships,ASPIRATION TRAINING LTD,FCSAPP A498795-A,"31,047.30 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Aspire,22AYF0660206,"159,999.94 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Aspire Academy,22AYF0679753,"124,999.95 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Aspire Academy,22AYF0692617,"63,333.31 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Aspire Academy Bexley,22AYF0673921,"53,333.31 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,Apprenticeships,Aspire Development (UK) Ltd,FCSAPP A493775-A,"45,414.67 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Aspire School,22AYF0669552,"73,333.30 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,ESFA Funding Directorate,Aspire Sporting Academy Ltd,FCSAEB A186432-A,"29,307.17 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,Apprenticeships,Aspire Training Team Ltd,FCSAPP A499887-A,"25,494.60 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,Apprenticeships,Aspire Training Team Ltd,FCSAPP A500613-A,"-49,084.10 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,Apprenticeships,Aspire Training Team Ltd,FCSAPP A500614-A,"49,884.10 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,17/06/2022,Grants Expenditure,ESFA Funding Directorate,Aspire-igen Group Limited,ED212220210538956,"435,045.13 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,ESFA Funding Directorate,ASSET TRAINING & CONSULTANCY LTD,FCSAPP A488898-A,"41,291.10 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,Apprenticeships,Assist Knowledge Development Ltd,FCSAPP A490522-A,"40,000.00 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,06/06/2022,IS/IT,Professional and Technical Education,ASSOCIATION OF COLLEGES,S-PINV029819,"95,810.00 ",Support - Managed Services,,,,,,,,,
Department for Education,ESFA,06/06/2022,IS/IT,Professional and Technical Education,ASSOCIATION OF COLLEGES,S-PINV029818,"37,782.50 ",Support - Managed Services,,,,,,,,,
Department for Education,ESFA,23/06/2022,IS/IT,Professional and Technical Education,ASSOCIATION OF COLLEGES,S-PINV030060,"31,782.50 ",Support - Managed Services,,,,,,,,,
Department for Education,ESFA,23/06/2022,IS/IT,Professional and Technical Education,ASSOCIATION OF COLLEGES,S-PINV030061,"37,514.60 ",Support - Managed Services,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Astely Primary School,22AYF0682765,"62,981.64 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Asterdale Primary School,22AYF0676046,"67,357.38 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Aston Academy,22AYF0660307,"644,132.80 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Aston Academy,22AYF0660309,"26,951.09 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Aston Academy,22AYF0660310,"67,078.37 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Aston Academy,EUPS914985,"105,604.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Aston All Saints CofE (A) Primary School,22AYF0685457,"62,400.35 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Aston Hall J & I School,22AYF0693147,"85,143.06 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Aston Lodge Primary School,22AYF0693149,"51,600.95 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Aston Manor Academy,22AYF0667586,"407,242.91 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Aston Manor Academy,22AYF0667589,"103,544.59 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Aston Manor Academy,EUPS914030,"77,509.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Aston Tower Community Primary School,22AYF0660353,"150,566.55 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,Apprenticeships,ASTON UNIVERSITY,FCSAPP A493657-A,"52,157.35 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,Apprenticeships,ASTON UNIVERSITY,FCSAPP A493658-A,"296,894.01 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Aston University Engineering Academy,22AYF0660357,"123,023.59 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Aston University Engineering Academy,22AYF0660360,"242,283.08 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Aston University Engineering Academy,EUPS913993,"30,296.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,ASTOR COLLEGE (A Specialist College for the Arts),22AYF0685618,"330,301.15 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,ASTOR COLLEGE (A Specialist College for the Arts),22AYF0685620,"54,496.83 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,ASTOR COLLEGE (A Specialist College for the Arts),EUPS916527,"64,184.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Astrea Academy Dearne,22AYF0660463,"566,193.50 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Astrea Academy Dearne,22AYF0660464,"56,467.98 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Astrea Academy Dearne,EUPS914815,"97,228.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Astrea Academy Sheffield,22AYF0660456,"386,425.93 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Astrea Academy Sheffield,EUPS915068,"75,319.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Astrea Academy Woodfields,22AYF0660383,"387,356.48 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Astrea Academy Woodfields,EUPS914887,"64,520.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Astwood Bank First School,22AYF0660473,"120,238.45 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Athersley South Primary School,22AYF0667720,"101,783.09 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Atherton Community School,22AYF0666840,"224,549.32 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Atherton Community School,EUPS914756,"41,480.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Atherton St George's CofE Primary School,22AYF0690195,"113,605.99 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Atkinson Road Primary Academy,22AYF0687275,"152,266.93 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Atkinson Road Primary Academy,EUPS915524,"27,379.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Atlantic Academy,22AYF0672667,"114,305.58 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Atlantic Academy Portland,22AYF0659993,"322,738.14 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Atlantic Academy Portland,EUPS920315,"54,351.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Atlas Academy,22AYF0660386,"107,806.70 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Atlas Community Primary School,22AYF0688315,"68,047.23 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Atrium Studio School,22AYF0692911,"32,022.91 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Attleborough Academy Norfolk,22AYF0679485,"318,932.22 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Attleborough Academy Norfolk,22AYF0679487,"41,254.47 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Attleborough Academy Norfolk,EUPS918122,"52,681.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Atwood Primary Academy,22AYF0660562,"141,879.16 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Auckley School,22AYF0660565,"64,442.81 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Audenshaw School Academy Trust,22AYF0660569,"486,653.80 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Audenshaw School Academy Trust,EUPS914704,"80,435.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Audlem St James' CofE Primary School,22AYF0694475,"50,129.84 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Audley Primary School,22AYF0666122,"322,060.13 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Audley Primary School,EUPS913987,"49,729.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Aughton Junior Academy,22AYF0660314,"54,912.42 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,Apprenticeships,AURELIA TRAINING LTD,FCSAPP A493863-A,"32,102.86 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Aureus Primary School,22AYF0669027,"93,712.98 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Aureus School,22AYF0668905,"340,521.46 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Aureus School,EUPS918330,"47,943.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Auriol Junior School,22AYF0661981,"107,379.64 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,17/06/2022,Grants Expenditure,ESFA Funding Directorate,Aurora Boveridge College,ED212220210538510,"39,168.00 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,17/06/2022,Grants Expenditure,ESFA Funding Directorate,Aurora Boveridge College,ED212220210538511,"33,559.66 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Austhorpe Primary School,22AYF0678710,"59,727.67 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Austin Farm Academy,22AYF0666930,"52,946.61 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Austrey CofE Primary School,22AYF0661120,"27,431.41 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,ESFA Funding Directorate,Avant Partnership Ltd,FCSAPP A488933-A,"29,475.22 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,Apprenticeships,Avant Partnership Ltd,FCSAPP A499005-A,"25,087.35 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,Apprenticeships,Avant Partnership Ltd,FCSAPP A500704-A,"32,173.39 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Avanti Court Primary School,22AYF0660600,"238,346.17 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Avanti Court Primary School,EUPS913764,"31,253.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Avanti Fields School,22AYF0660626,"276,813.36 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Avanti Fields School,EUPS920960,"51,303.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Avanti Gardens School,22AYF0660638,"42,458.36 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Avanti Hall School,22AYF0660631,"112,961.37 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Avanti House Primary School,22AYF0660603,"140,818.16 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Avanti House Primary School,22AYF0660605,"25,103.87 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,AVANTI HOUSE SCHOOL,22AYF0660607,"416,794.11 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,AVANTI HOUSE SCHOOL,22AYF0660609,"29,484.11 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,AVANTI HOUSE SCHOOL,22AYF0660610,"112,072.92 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,AVANTI HOUSE SCHOOL,EUPS913570,"68,681.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Avanti Meadows Primary School ,22AYF0694018,"28,651.42 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Avanti Park School,22AYF0660634,"98,801.86 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Aveley Primary School,22AYF0663087,"153,327.17 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Avenue Primary Academy,22AYF0663897,"315,160.67 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Avenue Primary Academy,EUPS913796,"48,749.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Aveton Gifford CofE Primary School,22AYF0686062,"29,023.61 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Avishayes Community Primary School,22AYF0660642,"69,246.88 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Avon Valley College,22AYF0679422,"183,226.62 ",Current grants - Academy Trust,,,,,,,,,
