Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Mill Hill County High School,22AYF0674709,"587,778.57 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Mill Hill County High School,22AYF0674712,"177,341.33 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Mill Hill County High School,EUPS913225,"105,999.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Mill Hill Primary Academy,22AYF0663919,"154,874.12 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Mill Hill Primary Academy,EUPS921245,"26,234.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Mill View Primary School,22AYF0663514,"63,157.98 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Millbank Academy,22AYF0668600,"123,620.49 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Millbridge Junior Infant and Nursery School,22AYF0679852,"103,480.27 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Millbrook CofE Primary School,22AYF0680896,"28,444.38 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,Apprenticeships,MILLBROOK MANAGEMENT SERVICES LTD,FCSAPP A490153-A,"29,977.44 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Millbrook Park Primary School,22AYF0672684,"156,679.61 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Millbrook Primary School,22AYF0674717,"107,721.05 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Millbrook Primary School,22AYF0691882,"123,521.13 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Milldown CE Academy,22AYF0665713,"77,555.67 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Millennium Primary School,22AYF0674368,"157,230.36 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Millennium Primary School,EUPS912972,"25,162.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Millfield L.E.A.D. Academy,22AYF0672478,"123,121.94 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Millfield Primary School,22AYF0685799,"99,908.34 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Millgate School,22AYF0694059,"86,666.63 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Millthorpe School,22AYF0680297,"452,663.41 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Millthorpe School,EUPS919798,"72,032.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Millwards Primary School and Nursery,22AYF0669946,"54,677.55 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Milstead and Frinsted Church of England Primary Sc,22AYF0689909,"28,993.57 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Milton C of E Primary School,22AYF0685176,"110,916.48 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Milton Court Primary Academy,22AYF0678532,"69,425.03 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,17/06/2022,Grants Expenditure,ESFA Funding Directorate,MILTON KEYNES CHRISTIAN FOUNDATION LTD,ED212220210538894,"27,608.66 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,17/06/2022,Grants Expenditure,ESFA Funding Directorate,MILTON KEYNES COLLEGE,ED212220210537924,"1,511,192.32 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,17/06/2022,Grants Expenditure,ESFA Funding Directorate,MILTON KEYNES COLLEGE,ED212220210537925,"86,400.00 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,ESFA Funding Directorate,MILTON KEYNES COLLEGE,FCSAEB A186150-A,"185,331.00 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,Apprenticeships,MILTON KEYNES COLLEGE,FCSAPP A492284-A,"28,844.86 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,Apprenticeships,MILTON KEYNES COLLEGE,FCSAPP A492288-A,"45,951.52 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,Apprenticeships,MILTON KEYNES COLLEGE,FCSAPP A497498-A,"34,990.80 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,Apprenticeships,MILTON KEYNES COLLEGE,FCSAPP A497502-A,"38,656.15 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,17/06/2022,Grants Expenditure,ESFA Funding Directorate,MILTON KEYNES COUNCIL,ED212220210539391,"200,885.88 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,17/06/2022,Grants Expenditure,ESFA Funding Directorate,MILTON KEYNES COUNCIL,ED212220210539395,"65,195.69 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,07/06/2022,Grants Expenditure,ESFA Funding Directorate,MILTON KEYNES COUNCIL,22DSG001574,"6,393,613.00 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,ESFA Funding Directorate,MILTON KEYNES COUNCIL,FCSAEB A185717-A,"31,612.00 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,ESFA Funding Directorate,MILTON KEYNES COUNCIL,FCSAEB A185718-A,"62,035.00 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,ESFA Funding Directorate,MILTON KEYNES COUNCIL,22DSG001874,"6,393,613.00 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,30/06/2022,Grants Expenditure,ESFA Funding Directorate,MILTON KEYNES COUNCIL,23LAADD02728,"45,600.00 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,30/06/2022,Grants Expenditure,ESFA Funding Directorate,MILTON KEYNES COUNCIL,23LAADD02729,"902,561.00 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,30/06/2022,Grants Expenditure,ESFA Funding Directorate,MILTON KEYNES COUNCIL,23LAADD02730,"2,667,066.50 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,30/06/2022,Grants Expenditure,ESFA Funding Directorate,MILTON KEYNES COUNCIL,23LAADD02731,"178,715.75 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,30/06/2022,Grants Expenditure,ESFA Funding Directorate,MILTON KEYNES COUNCIL,23LAADD02732,"56,634.70 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,30/06/2022,Grants Expenditure,ESFA Funding Directorate,MILTON KEYNES COUNCIL,22LAPP000213,"1,563,774.00 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,30/06/2022,Grants Expenditure,ESFA Funding Directorate,MILTON KEYNES COUNCIL,LAFSM00077,"1,270,680.00 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Milton Mount Primary School,22AYF0669323,"170,224.38 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Milton Mount Primary School,22AYF0669324,"28,325.54 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Milton Mount Primary School,EUPS919013,"28,903.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Milton Park Primary School,22AYF0667982,"113,549.71 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Milton Park Primary School,22AYF0694696,"131,416.20 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Milton Parochial Primary School,22AYF0677575,"26,548.88 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Milton Primary Academy,22AYF0687434,"122,779.29 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Milton School,22AYF0671545,"117,499.95 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Miltoncross Academy,22AYF0687065,"389,121.34 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Miltoncross Academy,22AYF0687066,"25,034.87 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Miltoncross Academy,EUPS920697,"63,395.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Minchinhampton Primary Academy,22AYF0685277,"90,929.28 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Minehead First School,22AYF0692864,"97,422.54 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Minehead Middle School,22AYF0692867,"226,062.25 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Minehead Middle School,EUPS918476,"36,679.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,MINERVA PRIMARY ACADEMY,22AYF0662716,"112,996.85 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Minerva Primary School,22AYF0688534,"47,560.17 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,Apprenticeships,MINISTRY OF DEFENCE (RAF),FCSAPP A493945-A,"339,310.64 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,Apprenticeships,MINISTRY OF DEFENCE (RAF),FCSAPP A493947-A,"37,501.93 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,Apprenticeships,MINISTRY OF DEFENCE (RAF),FCSAPP A493948-A,"32,500.00 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,Apprenticeships,MINISTRY OF DEFENCE (RAF),FCSAPP A493949-A,"1,267,298.44 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,Apprenticeships,MINISTRY OF DEFENCE (ROYAL NAVY),FCSAPP A494142-A,"335,440.92 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,Apprenticeships,MINISTRY OF DEFENCE (ROYAL NAVY),FCSAPP A494144-A,"53,500.00 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,Apprenticeships,MINISTRY OF DEFENCE (ROYAL NAVY),FCSAPP A494145-A,"53,500.00 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,Apprenticeships,MINISTRY OF DEFENCE (ROYAL NAVY),FCSAPP A494146-A,"1,273,980.48 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,Apprenticeships,MINISTRY OF DEFENCE (ROYAL NAVY),FCSAPP A494147-A,"112,629.65 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Minster in Sheppey Primary School,22AYF0686958,"168,979.05 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Minster in Sheppey Primary School,EUPS916404,"28,853.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,"Minsthorpe Community College, A Specialist Science",22AYF0674786,"685,266.21 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,"Minsthorpe Community College, A Specialist Science",22AYF0674788,"86,356.79 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,"Minsthorpe Community College, A Specialist Science",EUPS915491,"110,431.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Minterne Community Junior School,22AYF0677913,"109,774.67 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,17/06/2022,Grants Expenditure,ESFA Funding Directorate,MIT Skills Limited,ED212220210538878,"218,102.00 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,Apprenticeships,MIT Skills Limited,FCSAPP A500472-A,"-117,814.56 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,Apprenticeships,MIT Skills Limited,FCSAPP A500473-A,"125,730.51 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Mithian School,22AYF0690774,"30,448.51 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Mitton Manor Primary School,22AYF0674793,"60,893.76 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Mo Mowlam Academy,22AYF0670858,"63,333.31 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Moat Primary Academy,22AYF0688624,"59,991.50 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Model Village Primary School,22AYF0682799,"72,791.64 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Molehill Primary Academy,22AYF0673250,"91,053.80 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,ESFA Funding Directorate,Momentum Training & Consultancy Ltd,FCSAPP A488888-A,"-118,190.68 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,ESFA Funding Directorate,Momentum Training & Consultancy Ltd,FCSAPP A488889-A,"168,994.55 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/06/2022,Grants Expenditure,Apprenticeships,Momentum Training & Consultancy Ltd,FCSAPP A497567-A,"28,645.56 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Monega Primary School,22AYF0661836,"242,472.07 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Monega Primary School,EUPS913715,"34,221.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Monk Fryston Church of England PrimarySchool,22AYF0689386,"58,328.82 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Monkerton Community Primary School,22AYF0664614,"26,768.22 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Monks Coppenhall Academy,22AYF0659133,"165,776.02 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Monks Coppenhall Academy,EUPS917109,"26,851.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Monks Orchard Primary School,22AYF0668037,"105,873.95 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Monk's Walk School,22AYF0674796,"498,349.81 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Monk's Walk School,22AYF0674798,"92,008.26 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Monk's Walk School,EUPS911102,"30,484.48 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Monk's Walk School,EUPS917705,"86,093.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Monkston Primary School,22AYF0672291,"131,014.83 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Monkton Academy,22AYF0674804,"64,618.08 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Monkton Infants' School,22AYF0674801,"54,257.05 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Monkwearmouth Academy,22AYF0691060,"387,994.02 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Monkwearmouth Academy,EUPS915656,"66,704.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Monkwick Infant and Nursery School,22AYF0689088,"64,732.47 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Monkwick Junior School,22AYF0689091,"78,603.17 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Monkwood Primary Academy,22AYF0693155,"136,784.81 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Montacute School,22AYF0674807,"58,333.31 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Montagu Academy,22AYF0665371,"126,723.66 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Montem Academy,22AYF0688036,"305,845.15 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Montem Academy,EUPS921556,"46,362.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Monteney Primary School,22AYF0682366,"144,107.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Montgomerie Primary School,22AYF0679118,"58,567.82 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Montgomery High School - A Language College and Fu,22AYF0668694,"545,894.70 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Montgomery High School - A Language College and Fu,EUPS916768,"96,471.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Montgomery Primary Academy,22AYF0658530,"196,421.02 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Montgomery Primary Academy,EUPS913877,"29,043.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Montpelier Primary School,22AYF0669388,"198,263.36 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Montpelier Primary School,22AYF0669389,"26,411.55 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Montpelier Primary School,EUPS922081,"30,592.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Montsaye Academy,22AYF0677339,"414,951.07 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Montsaye Academy,22AYF0677341,"38,151.01 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Montsaye Academy,EUPS919139,"70,985.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Moor End Academy,22AYF0680499,"503,888.48 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Moor End Academy,EUPS915307,"85,949.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Moor Green Primary Academy,22AYF0678535,"141,662.38 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,17/06/2022,Grants Expenditure,ESFA Funding Directorate,Moor House School,ED212220210537177,"41,666.65 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,17/06/2022,Grants Expenditure,ESFA Funding Directorate,Moor House School,ED212220210537178,"104,166.63 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,17/06/2022,Grants Expenditure,ESFA Funding Directorate,Moor House School,ED212220210537180,"36,430.00 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Moorcroft School T/A The Eden Academy,22AYF0685702,"75,833.30 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Moordown St John's Church of England Primary Schoo,22AYF0674810,"124,851.53 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Moorgate Community Primary School,22AYF0682135,"95,018.62 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Moorhill Primary School,22AYF0695033,"124,572.31 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Moorhouse Academy,22AYF0692374,"80,432.83 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Moorings Way Infant School,22AYF0689675,"53,006.49 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Moorland Primary School,22AYF0662861,"75,278.31 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Moorlands CofE Primary Academy,22AYF0685348,"85,025.42 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Moorlands Infant School,22AYF0688066,"49,714.96 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Moorlands Junior School,22AYF0688069,"64,137.05 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Moorpark Junior School,22AYF0687816,"84,076.39 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,MOORSIDE COMMUNITY PRIMARY ACADEMY SCHOOL,22AYF0674825,"74,041.20 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Moorside High School,22AYF0664505,"472,398.51 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Moorside High School,22AYF0664506,"105,839.87 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Moorside High School,22AYF0677935,"357,613.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Moorside High School,EUPS914647,"83,585.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Moorside High School,EUPS921192,"56,773.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Moorside Primary Academy,22AYF0694845,"42,054.66 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Moorside Primary School,22AYF0685922,"133,886.30 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Morchard Bishop CofE Primary School,22AYF0694370,"32,850.97 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Mordiford CofE Primary School,22AYF0674828,"45,131.14 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,More Park Catholic Primary School,22AYF0671944,"58,673.11 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Morecambe Bay Academy,22AYF0683530,"481,910.87 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/06/2022,Grants Expenditure,ESFA Funding Directorate,Morecambe Bay Academy,22AYF0683532,"57,834.20 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/06/2022,Grants Expenditure,ESFA Funding Directorate,Morecambe Bay Academy,EUPS916700,"75,863.00 ",Current grants - Academy Trust,,,,,,,,,
