Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,Nottingham City Council,CL043520,"854,684.75",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,Nottingham City Council,CL043521,"550,380.75",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,NOTTINGHAMSHIRE COUNTY COUNCIL,CL043522,"2,642,185.75",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,NOTTINGHAMSHIRE COUNTY COUNCIL,CL043523,"442,124.50",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,OLDHAM METRO BOROUGH COUNCIL,CL043524,"1,175,923.50",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,OLDHAM METRO BOROUGH COUNCIL,CL043525,"1,072,737.00",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,PETERBOROUGH CITY COUNCIL,CL043526,"1,182,792.25",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,PLYMOUTH CITY COUNCIL,CL043527,"995,656.50",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,PORTSMOUTH CITY COUNCIL,CL043528,"309,396.00",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,REDBRIDGE LONDON BOROUGH COUNCIL,CL043529,"419,688.25",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,REDCAR & CLEVELAND BOROUGH COUNCIL,CL043530,"1,022,394.75",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,RICHMOND UPON THAMES LONDON BOROUGH COUNCIL,CL043531,"335,416.75",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,ROCHDALE BOROUGH COUNCIL,CL043532,"1,140,497.25",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,ROCHDALE BOROUGH COUNCIL,CL043533,"653,198.00",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,ROCHDALE BOROUGH COUNCIL,CL043534,"544,401.75",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,ROCHDALE BOROUGH COUNCIL,CL043535,"509,493.75",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,ROTHERHAM BOROUGH COUNCIL,CL043536,"1,555,627.25",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,Salford City Council,CL043537,"1,011,934.75",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,Salford City Council,CL043538,"353,226.40",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,Salford City Council,CL043539,"1,467,906.50",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,Salford City Council,CL043540,"1,054,255.75",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,Salford City Council,CL043541,"677,735.25",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,Sandwell Metro Borough Council,CL043542,"358,246.75",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,Sandwell Metro Borough Council,CL043543,"1,306,706.26",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,SHEFFIELD CITY COUNCIL,CL043544,"1,476,599.25",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,SHEFFIELD CITY COUNCIL,CL043545,"658,009.25",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,SHEFFIELD CITY COUNCIL,CL043546,"1,341,895.75",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,SHEFFIELD CITY COUNCIL,CL043547,"1,870,442.00",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,SHEFFIELD CITY COUNCIL,CL043548,"646,777.50",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,SLOUGH BOROUGH COUNCIL,CL043549,"919,379.75",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,SOLIHULL METRO BOROUGH COUNCIL,CL043550,"1,692,234.00",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,SOMERSET COUNTY COUNCIL,CL043551,"110,099.75",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,SOMERSET COUNTY COUNCIL,CL043552,"1,468,491.50",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,SOMERSET COUNTY COUNCIL,CL043553,"131,047.50",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,SOUTH TYNESIDE COUNCIL,CL043554,"375,455.25",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,SOUTH TYNESIDE COUNCIL,CL043588,"633,628.75",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,SOUTH TYNESIDE COUNCIL,CL043589,"687,555.50",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,SOUTHAMPTON CITY COUNCIL,CL043555,"964,049.50",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,SOUTHWARK LONDON BOROUGH COUNCIL,CL043556,"557,199.25",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,SOUTHWARK LONDON BOROUGH COUNCIL,CL043557,"546,312.50",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,SOUTHWARK LONDON BOROUGH COUNCIL,CL043558,"686,061.75",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,ST HELENS METRO BOROUGH COUNCIL,CL043561,"591,454.00",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,ST HELENS METRO BOROUGH COUNCIL,CL043562,"258,937.50",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,Staffordshire County Council,CL043559,"344,957.00",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,STOCKTON ON TEES BOROUGH COUNCIL,CL043560,"138,604.00",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,STOKE ON TRENT CITY COUNCIL,CL043563,"2,073,539.00",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,SUNDERLAND CITY METRO BOROUGH COUNCIL,CL043564,"387,132.50",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,Swindon Borough Council,CL043565,"1,252,897.25",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,TAMESIDE METRO BOROUGH COUNCIL,CL043566,"429,541.75",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,TAMESIDE METRO BOROUGH COUNCIL,CL043567,"1,000,243.25",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,TAMESIDE METRO BOROUGH COUNCIL,CL043568,"145,578.50",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,TAMESIDE METRO BOROUGH COUNCIL,CL043569,"1,973,688.25",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,Telford and Wrekin Council,CL043570,"1,464,588.50",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,TORBAY COUNCIL,CL043571,"351,884.25",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,WALSALL METRO BOROUGH COUNCIL,CL043576,"193,149.75",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,WALTHAM FOREST LONDON BOROUGH COUNCIL,CL043577,"1,046,787.50",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,WALTHAM FOREST LONDON BOROUGH COUNCIL,CL043578,"469,140.00",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,WALTHAM FOREST LONDON BOROUGH COUNCIL,CL043579,"585,806.00",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,West Northamptonshire Council,CL043591,"4,252,881.00",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,West Northamptonshire Council,CL043592,"185,401.50",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,West Northamptonshire Council,CL043593,"1,111,330.00",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,West Sussex County Council,CL043580,"1,053,865.25",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,West Sussex County Council,CL043581,"79,091.75",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,WILTSHIRE COUNTY COUNCIL,CL043582,"812,699.25",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,WIRRAL METRO BOROUGH COUNCIL,CL043583,"1,367,885.25",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,WOLVERHAMPTON CITY COUNCIL,CL043585,"1,232,873.00",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,WOLVERHAMPTON CITY COUNCIL,CL043586,"1,062,938.25",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,Worcestershire County Council,CL043584,"1,173,712.50",Current grants - Local Government,,,,,,,,,
Department for Education,Core,29/03/2022,Other Goods & Services,Capital Directorate,Beckfoot Oakbank,PSFM002122,"-47,172.00",Service element of lease,,,,,,,,,
Department for Education,Core,29/03/2022,Other Goods & Services,Capital Directorate,Bishop's Hatfield Girls' School,PSFM002079,"-25,140.00",Service element of lease,,,,,,,,,
Department for Education,Core,29/03/2022,Other Goods & Services,Capital Directorate,Carlton Bolling,PSFM002120,"-38,655.00",Service element of lease,,,,,,,,,
Department for Education,Core,29/03/2022,Other Goods & Services,Capital Directorate,Dixons Cottingley Academy,PSFM002123,"-29,637.00",Service element of lease,,,,,,,,,
Department for Education,Core,29/03/2022,Other Goods & Services,Capital Directorate,Goffs Academy,PSFM002080,"-35,235.00",Service element of lease,,,,,,,,,
Department for Education,Core,29/03/2022,Other Goods & Services,Capital Directorate,Greenwood Academy,PSFM002088,"-29,307.00",Service element of lease,,,,,,,,,
Department for Education,Core,28/03/2022,Other Goods & Services,Capital Directorate,GT Neps Limited,D-PINV043972,"-5,040.95",Service element of lease,,,,,,,,,
Department for Education,Core,28/03/2022,Other Goods & Services,Capital Directorate,GT Neps Limited,D-PINV043972,-717.26,Service element of lease,,,,,,,,,
Department for Education,Core,28/03/2022,Other Goods & Services,Capital Directorate,GT Neps Limited,D-PINV043972,536.22,Service element of lease,,,,,,,,,
Department for Education,Core,28/03/2022,Other Goods & Services,Capital Directorate,GT Neps Limited,D-PINV043972,"1,102,550.81",Service element of lease,,,,,,,,,
Department for Education,Core,28/03/2022,Other Goods & Services,Capital Directorate,HLR Schools Limited,D-PINV043973,"-19,350.81",Service element of lease,,,,,,,,,
Department for Education,Core,28/03/2022,Other Goods & Services,Capital Directorate,HLR Schools Limited,D-PINV043973,"-7,807.81",Service element of lease,,,,,,,,,
Department for Education,Core,28/03/2022,Other Goods & Services,Capital Directorate,HLR Schools Limited,D-PINV043973,673.20,Service element of lease,,,,,,,,,
Department for Education,Core,28/03/2022,Other Goods & Services,Capital Directorate,HLR Schools Limited,D-PINV043973,"2,631.85",Service element of lease,,,,,,,,,
Department for Education,Core,28/03/2022,Other Goods & Services,Capital Directorate,HLR Schools Limited,D-PINV043973,"1,214,707.63",Service element of lease,,,,,,,,,
Department for Education,Core,29/03/2022,Other Goods & Services,Capital Directorate,Kings Langley School,PSFM002081,"-31,476.00",Service element of lease,,,,,,,,,
Department for Education,Core,18/03/2022,Other Goods & Services,Capital Directorate,KIRKLEES METRO COUNCIL,PSFM002124,"-30,966.00",Service element of lease,,,,,,,,,
Department for Education,Core,29/03/2022,Other Goods & Services,Capital Directorate,Laurence Jackson School,PSFM002098,"-33,783.00",Service element of lease,,,,,,,,,
Department for Education,Core,29/03/2022,Other Goods & Services,Capital Directorate,Longdean School,PSFM002082,"-36,819.00",Service element of lease,,,,,,,,,
Department for Education,Core,29/03/2022,Other Goods & Services,Capital Directorate,Neston High School,PSFM002113,"-41,436.00",Service element of lease,,,,,,,,,
Department for Education,Core,29/03/2022,Other Goods & Services,Capital Directorate,Neston High School,PSAD003277,"26,161.93",Service element of lease,,,,,,,,,
Department for Education,Core,18/03/2022,Other Goods & Services,Capital Directorate,NORTH TYNESIDE METRO BOROUGH COUNCIL,PSFM002100,"-28,122.00",Service element of lease,,,,,,,,,
Department for Education,Core,29/03/2022,Other Goods & Services,Capital Directorate,NORTHUMBERLAND COUNTY COUNCIL,PSFM002105,"-73,602.00",Service element of lease,,,,,,,,,
Department for Education,Core,29/03/2022,Other Goods & Services,Capital Directorate,Plantsbrook School,PSFM002089,"-38,769.00",Service element of lease,,,,,,,,,
Department for Education,Core,18/03/2022,Other Goods & Services,Capital Directorate,President Kennedy School Academy,PSFM002090,"-36,813.00",Service element of lease,,,,,,,,,
Department for Education,Core,28/03/2022,Other Goods & Services,Capital Directorate,PSBP Midlands Limited,D-PINV043980,"-11,247.36",Service element of lease,,,,,,,,,
Department for Education,Core,28/03/2022,Other Goods & Services,Capital Directorate,PSBP Midlands Limited,D-PINV043980,"-3,591.36",Service element of lease,,,,,,,,,
Department for Education,Core,28/03/2022,Other Goods & Services,Capital Directorate,PSBP Midlands Limited,D-PINV043980,"3,066.89",Service element of lease,,,,,,,,,
Department for Education,Core,28/03/2022,Other Goods & Services,Capital Directorate,PSBP Midlands Limited,D-PINV043980,"1,240,394.17",Service element of lease,,,,,,,,,
Department for Education,Core,28/03/2022,Other Goods & Services,Capital Directorate,PSBP NW PROJECTCO LIMITED,D-PINV043970,"-31,443.36",Service element of lease,,,,,,,,,
Department for Education,Core,28/03/2022,Other Goods & Services,Capital Directorate,PSBP NW PROJECTCO LIMITED,D-PINV043970,"-15,793.92",Service element of lease,,,,,,,,,
Department for Education,Core,28/03/2022,Other Goods & Services,Capital Directorate,PSBP NW PROJECTCO LIMITED,D-PINV043970,"1,014,103.19",Service element of lease,,,,,,,,,
Department for Education,Core,29/03/2022,Other Goods & Services,Capital Directorate,Reading Girls School Academy,PSFM002083,"-28,572.00",Service element of lease,,,,,,,,,
Department for Education,Core,18/03/2022,Other Goods & Services,Capital Directorate,Sandwell Metro Borough Council,PSFM002092,"-44,517.00",Service element of lease,,,,,,,,,
Department for Education,Core,18/03/2022,Other Goods & Services,Capital Directorate,Sandwell Metro Borough Council,PSAD003256,"33,173.97",Service element of lease,,,,,,,,,
Department for Education,Core,29/03/2022,Other Goods & Services,Capital Directorate,Seaham High School ,PSFM002103,"-29,661.00",Service element of lease,,,,,,,,,
Department for Education,Core,29/03/2022,Other Goods & Services,Capital Directorate,Stopsley High School,PSFM002084,"-33,450.00",Service element of lease,,,,,,,,,
Department for Education,Core,29/03/2022,Other Goods & Services,Capital Directorate,Westfield Academy,PSFM002085,"-37,578.00",Service element of lease,,,,,,,,,
Department for Education,Core,29/03/2022,Other Goods & Services,Capital Directorate,Wigan Metropolitan Borough Council,PSFM002117,"-39,732.00",Service element of lease,,,,,,,,,
Department for Education,Core,28/03/2022,Other Goods & Services,Capital Directorate,Yorkshire Learning Partnership (Project Co) Ltd,D-PINV043971,"-23,022.30",Service element of lease,,,,,,,,,
Department for Education,Core,28/03/2022,Other Goods & Services,Capital Directorate,Yorkshire Learning Partnership (Project Co) Ltd,D-PINV043971,896.06,Service element of lease,,,,,,,,,
Department for Education,Core,28/03/2022,Other Goods & Services,Capital Directorate,Yorkshire Learning Partnership (Project Co) Ltd,D-PINV043971,"1,087,949.54",Service element of lease,,,,,,,,,
Department for Education,Core,16/03/2022,Grants Expenditure,Capital Directorate,CARDINAL HEENAN SCHOOL SERVICES LTD (JAR,D-CINV002612,"71,230.12",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,EXETER DIOCESAN BOARD OF FINANCE CHURCH,D-CINV002637,"196,154.10",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,EXETER DIOCESAN BOARD OF FINANCE CHURCH,D-CINV002638,"196,154.10",Current grants - Local Government,,,,,,,,,
Department for Education,Core,25/03/2022,Grants Expenditure,Capital Directorate,JFS - UNITARY CHARGE ACCOUNT,D-CINV002647,"285,011.33",Current grants - Local Government,,,,,,,,,
Department for Education,Core,11/03/2022,Grants Expenditure,Capital Directorate,REDCAR PFI,D-CINV002607,"189,355.07",Current grants - Local Government,,,,,,,,,
Department for Education,Core,09/03/2022,Grants Expenditure,Capital Directorate,STMC BIRMINGHAM DIOCESE ACCOUNT,D-CINV002588,"91,222.62",Current grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,Stockton Borough Council - All Saints Academy,D-CINV002639,"85,765.13",Current grants - Local Government,,,,,,,,,
Department for Education,Core,11/03/2022,Grants Expenditure,Capital Directorate,Prendergast School,D-CINV002596,"41,973.12",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,11/03/2022,Grants Expenditure,Capital Directorate,Prendergast School,D-CINV002597,"81,167.40",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,25/03/2022,Grants Expenditure,Capital Directorate,Rosh Pinah Primary School Building Fund,D-CINV002642,"35,079.64",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,23/03/2022,Grants Expenditure,Capital Directorate,The Camden School for Girls,D-CINV002580,"91,260.45",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,25/03/2022,Grants Expenditure,Capital Directorate,The Judd School,D-CINV002655,"227,177.10",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,02/03/2022,Grants Expenditure,Capital Directorate,The Latymer School,D-CINV002552,"58,320.00",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,16/03/2022,Grants Expenditure,Capital Directorate,The Latymer School,D-CINV002610,"154,397.69",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,09/03/2022,Grants Expenditure,Capital Directorate,William Ellis School,D-CINV002589,"50,133.10",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,11/03/2022,Grants Expenditure,Capital Directorate,William Ellis School,D-CINV002590,"177,423.43",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,04/03/2022,Other Goods & Services,Capital Directorate,Aecom Ltd,D-PINV043641,"147,079.00",Professional Services - Property Services,,,,,,,,,
Department for Education,Core,22/03/2022,Other Goods & Services,Capital Directorate,Aecom Ltd,D-PINV044199,"180,437.16",Professional Services - Property Services,,,,,,,,,
Department for Education,Core,22/03/2022,Other Goods & Services,Capital Directorate,Aecom Ltd,D-PINV044200,"323,160.00",Professional Services - Property Services,,,,,,,,,
Department for Education,Core,17/03/2022,Other Goods & Services,Capital Directorate,Arcadis LLP,D-PINV044018,"61,700.47",Professional Services - Property Services,,,,,,,,,
Department for Education,Core,03/03/2022,Other Goods & Services,Capital Directorate,Faithful & Gould,D-PINV043603,"170,382.00",Professional Services - Property Services,,,,,,,,,
Department for Education,Core,21/03/2022,Other Goods & Services,Capital Directorate,Faithful & Gould,D-PINV044050,"160,098.00",Professional Services - Property Services,,,,,,,,,
Department for Education,Core,29/03/2022,Other Goods & Services,Capital Directorate,Faithful & Gould,D-PINV044376,"315,369.60",Professional Services - Property Services,,,,,,,,,
Department for Education,Core,04/03/2022,Other Goods & Services,Capital Directorate,RIDER LEVETT BUCKNALL UK LTD,D-PINV043629,"159,677.71",Professional Services - Property Services,,,,,,,,,
Department for Education,Core,22/03/2022,Other Goods & Services,Capital Directorate,RIDER LEVETT BUCKNALL UK LTD,D-PINV044163,"170,262.58",Professional Services - Property Services,,,,,,,,,
Department for Education,Core,28/03/2022,Other Goods & Services,Capital Directorate,RIDER LEVETT BUCKNALL UK LTD,D-PINV044278,"268,773.60",Professional Services - Property Services,,,,,,,,,
Department for Education,Core,03/03/2022,Consultancy,Capital Directorate,Faithful & Gould,D-PINV043616,"69,402.06",Consultancy,,,,,,,,,
Department for Education,Core,02/03/2022,Consultancy,Capital Directorate,RIDER LEVETT BUCKNALL UK LTD,D-PINV043559,"212,942.51",Consultancy,,,,,,,,,
Department for Education,Core,21/03/2022,Consultancy,Capital Directorate,RIDER LEVETT BUCKNALL UK LTD,D-PINV044074,"23,785.43",Consultancy,,,,,,,,,
Department for Education,Core,24/03/2022,Grants Expenditure,Capital Directorate,Tilbury Douglas Construction Limited,D-PINV044235,"1,247,598.98",Capital grants - Academy Trust,,,,,,,,,
Department for Education,Core,10/03/2022,Grants Expenditure,Capital Directorate,BAM Construction Ltd,D-PINV043855,"493,906.13",Capital grants - Academy Trust,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,BARNET LONDON BOROUGH COUNCIL,CL043386,"964,325.10",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,09/03/2022,Grants Expenditure,Capital Directorate,Bouygues UK,D-PINV043866,"428,017.52",Capital grants - Academy Trust,,,,,,,,,
Department for Education,Core,24/03/2022,Grants Expenditure,Capital Directorate,Bouygues UK,D-PINV044220,"268,953.34",Capital grants - Academy Trust,,,,,,,,,
Department for Education,Core,03/03/2022,Grants Expenditure,Capital Directorate,Bowmer & Kirkland Ltd,D-PINV043590,"153,120.98",Capital grants - Academy Trust,,,,,,,,,
Department for Education,Core,16/03/2022,Grants Expenditure,Capital Directorate,Bowmer & Kirkland Ltd,D-PINV044003,"242,548.49",Capital grants - Academy Trust,,,,,,,,,
Department for Education,Core,16/03/2022,Grants Expenditure,Capital Directorate,Bowmer & Kirkland Ltd,D-PINV044005,"241,986.23",Capital grants - Academy Trust,,,,,,,,,
Department for Education,Core,16/03/2022,Grants Expenditure,Capital Directorate,Bowmer & Kirkland Ltd,D-PINV044011,"1,376,658.25",Capital grants - Academy Trust,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,Bowmer & Kirkland Ltd,D-PINV044083,"620,442.95",Capital grants - Academy Trust,,,,,,,,,
Department for Education,Core,28/03/2022,Grants Expenditure,Capital Directorate,Bowmer & Kirkland Ltd,D-PINV044328,"186,293.47",Capital grants - Academy Trust,,,,,,,,,
Department for Education,Core,23/03/2022,Grants Expenditure,Capital Directorate,Cadman Construction Limited,D-PINV044081,"198,960.90",Capital grants - Academy Trust,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,DORSET COUNCIL,CL043385,"345,047.00",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,17/03/2022,Grants Expenditure,Capital Directorate,Eco Modular Buildings Limited,D-PINV043994,"114,643.13",Capital grants - Academy Trust,,,,,,,,,
Department for Education,Core,10/03/2022,Grants Expenditure,Capital Directorate,Engie Regeneration Ltd,D-PINV043875,"32,273.04",Capital grants - Academy Trust,,,,,,,,,
Department for Education,Core,23/03/2022,Grants Expenditure,Capital Directorate,Engie Regeneration Ltd,D-PINV044218,"240,929.62",Capital grants - Academy Trust,,,,,,,,,
Department for Education,Core,04/03/2022,Grants Expenditure,Capital Directorate,Faithful & Gould,D-PINV043762,"27,300.00",Capital grants - Academy Trust,,,,,,,,,
Department for Education,Core,22/03/2022,Grants Expenditure,Capital Directorate,Farrans Construction t/a a division of Northstone ,D-PINV043889,"116,385.62",Capital grants - Academy Trust,,,,,,,,,
Department for Education,Core,02/03/2022,Grants Expenditure,Capital Directorate,G.F.Tomlinson Building Ltd,D-PINV043592,"96,736.01",Capital grants - Academy Trust,,,,,,,,,
Department for Education,Core,11/03/2022,Grants Expenditure,Capital Directorate,G.F.Tomlinson Building Ltd,D-PINV043897,"167,622.00",Capital grants - Academy Trust,,,,,,,,,
Department for Education,Core,11/03/2022,Grants Expenditure,Capital Directorate,Galliford Try Building Ltd,D-PINV043904,"336,339.38",Capital grants - Academy Trust,,,,,,,,,
Department for Education,Core,24/03/2022,Grants Expenditure,Capital Directorate,Galliford Try Building Ltd,D-PINV044234,"1,032,968.04",Capital grants - Academy Trust,,,,,,,,,
Department for Education,Core,10/03/2022,Grants Expenditure,Capital Directorate,ISG Construction Ltd,D-PINV043898,"129,904.98",Capital grants - Academy Trust,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,ISLE OF WIGHT COUNCIL,CL043387,"26,105.25",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,ISLE OF WIGHT COUNCIL,CL043389,"42,904.76",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,ISLE OF WIGHT COUNCIL,CL043594,"1,190,745.78",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,ISLE OF WIGHT COUNCIL,CL043605,"47,850.67",Capital grants - Local Government,,,,,,,,,
Department for Education,Core,17/03/2022,Grants Expenditure,Capital Directorate,Kier Construction Central,D-PINV044009,"52,466.10",Capital grants - Academy Trust,,,,,,,,,
Department for Education,Core,02/03/2022,Grants Expenditure,Capital Directorate,Kier Construction Eastern,D-PINV043591,"44,524.10",Capital grants - Academy Trust,,,,,,,,,
Department for Education,Core,18/03/2022,Grants Expenditure,Capital Directorate,Kier Construction Eastern,D-PINV044029,"641,872.07",Capital grants - Academy Trust,,,,,,,,,
Department for Education,Core,28/03/2022,Grants Expenditure,Capital Directorate,Kier Construction Eastern,D-PINV044274,"300,575.76",Capital grants - Academy Trust,,,,,,,,,
Department for Education,Core,21/03/2022,Grants Expenditure,Capital Directorate,Kier Construction Southern,D-PINV044079,"853,326.64",Capital grants - Academy Trust,,,,,,,,,
