Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/05/2021,Hire Of Agency Staff,Corporate Services - Human Resources,Allen Lane Ltd,395010,4291.2,Mf Devolved Admin-hire Of Agency Staff,SW1Y 6RJ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",04/05/2021,Health And Safety Consultancy,Corporate Services - Human Resources,Lexxic Ltd,391261,1135,Mf Non Devolved Admin-health And Safety Consultancy,SW9 6DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",04/05/2021,Health And Safety Consultancy,Corporate Services - Human Resources,Lexxic Ltd,391264,1135,Mf Non Devolved Admin-health And Safety Consultancy,SW9 6DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",12/05/2021,Health And Safety Consultancy,Corporate Services - Human Resources,Lexxic Ltd,392317,560,Mf Non Devolved Admin-health And Safety Consultancy,SW9 6DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/05/2021,Eye Tests,Corporate Services - Human Resources,Specsavers Optical Superstores Ltd,393885,1096.05,Mf Non Devolved Admin-eye Tests,NG2 1EP,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/05/2021,Misc. Non Procurement Spend,Corporate Services - Human Resources,Edenred (Uk Group) Ltd,385797,-14.4,Mf Devolved Admin-misc Non Procurement Spend,SW1V 2RS,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/05/2021,Misc. Non Procurement Spend,Corporate Services - Human Resources,Edenred (Uk Group) Ltd,390190,602.37,Mf Devolved Admin-misc Non Procurement Spend,SW1V 2RS,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/05/2021,Misc. Non Procurement Spend,Corporate Services - Human Resources,Edenred (Uk Group) Ltd,390190,13217.66,Mf Devolved Admin-misc Non Procurement Spend,SW1V 2RS,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/05/2021,Misc. Non Procurement Spend,Corporate Services - Human Resources,Edenred (Uk Group) Ltd,390192,103.42,Mf Devolved Admin-misc Non Procurement Spend,SW1V 2RS,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/05/2021,Misc. Non Procurement Spend,Corporate Services - Human Resources,Edenred (Uk Group) Ltd,390192,15981.41,Mf Devolved Admin-misc Non Procurement Spend,SW1V 2RS,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",19/05/2021,Hr Advice And Services,Corporate Services - Human Resources,Home Office,393797,13380,Mf Non Devolved Admin-hr Advice And Services,NP20 9BB,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/05/2021,Misc. Non Procurement Spend,Corporate Services - Human Resources,Edenred (Uk Group) Ltd,394172,10,Mf Devolved Admin-misc Non Procurement Spend,SW1V 2RS,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/05/2021,Misc. Non Procurement Spend,Corporate Services - Human Resources,Edenred (Uk Group) Ltd,394172,18110.23,Mf Devolved Admin-misc Non Procurement Spend,SW1V 2RS,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",20/05/2021,Recruitment Advice And Services,Corporate Services - Human Resources,Cabinet Office,392086,-2745,Mf Non Devolved Admin-recruitment Advice And Services,FY1 9JN,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",20/05/2021,Recruitment Advice And Services,Corporate Services - Human Resources,Cabinet Office,392086,-2070,Mf Non Devolved Admin-recruitment Advice And Services,FY1 9JN,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",20/05/2021,Recruitment Advice And Services,Corporate Services - Human Resources,Cabinet Office,392086,3082.5,Mf Non Devolved Admin-recruitment Advice And Services,FY1 9JN,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",20/05/2021,Recruitment Advice And Services,Corporate Services - Human Resources,Cabinet Office,392086,4140,Mf Non Devolved Admin-recruitment Advice And Services,FY1 9JN,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",20/05/2021,Recruitment Advice And Services,Corporate Services - Human Resources,Cabinet Office,392126,-59754.9,Mf Non Devolved Admin-recruitment Advice And Services,FY1 9JN,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",20/05/2021,Recruitment Advice And Services,Corporate Services - Human Resources,Cabinet Office,392126,119509.8,Mf Non Devolved Admin-recruitment Advice And Services,FY1 9JN,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",20/05/2021,Recruitment Advice And Services,Corporate Services - Human Resources,Cabinet Office,393472,95245,Mf Non Devolved Admin-recruitment Advice And Services,FY1 9JN,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",11/05/2021,Other Training Costs,Corporate Services - Human Resources,Kpmg Llp,392677,50,Mf Devolved Admin-other Training Costs,E14 5GL,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/05/2021,Other Training Costs,Corporate Services - Human Resources,Bc Arch Ltd,393445,180,Mf Devolved Admin-other Training Costs,W12 7RZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",12/05/2021,Professional Subscriptions,Corporate Services - Human Resources,Carers Uk,393247,2400,Mf Non Devolved Admin-professional Subscriptions,SE1 4LX,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",26/05/2021,Hr Training Education Consultancy,Corporate Services - Human Resources,Beat (Formerly Eating Disorders Association),394990,250,Mf Non Devolved Admin-hr Training Educat Consultcy,NR3 4PP,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",06/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Cipd Enterprises Ltd,383415,2300,Mf Devolved Admin-learning And Dev - Cs Skills,SW19 1JQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",04/05/2021,Ppm (Project & Programme Management),Corporate Services - Human Resources,Ilx Group Plc,390446,-370,Mf Non Devolved Admin-ppm (Project & Programme Management),RG12 1WA,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",04/05/2021,Ppm (Project & Programme Management),Corporate Services - Human Resources,Ilx Group Plc,390446,85,Mf Non Devolved Admin-ppm (Project & Programme Management),RG12 1WA,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",04/05/2021,Ppm (Project & Programme Management),Corporate Services - Human Resources,Ilx Group Plc,390446,655,Mf Non Devolved Admin-ppm (Project & Programme Management),RG12 1WA,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",04/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Public Relations Communications Association Ltd,391256,615,Mf Non Devolved Admin-learning And Dev - Cs Skills,SE1 0BE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",06/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Rossecon Ltd T/A Spe Courses,391467,120,Mf Non Devolved Admin-training And Development Expenditure,SG12 0EF,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",05/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Cranfield Management Development Ltd,391547,8224.1,Mf Non Devolved Admin-learning And Dev - Cs Skills,MK43 0AL,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",19/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Kpmg Llp,391803,243,Mf Devolved Admin-learning And Dev - Cs Skills,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",06/05/2021,Finance Training,Corporate Services - Human Resources,Genos International Europe,391894,1197,Mf Non Devolved Admin-finance Training,W91 D6RV,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",05/05/2021,Professional Training,Corporate Services - Human Resources,Ea Technology Ltd,391965,720,Mf Non Devolved Admin-professional Training,CH1 6ES,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",05/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Kpmg Llp,392072,39130,Mf Non Devolved Admin-training And Development Expenditure,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",05/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Kpmg Llp,392076,39130,Mf Non Devolved Admin-training And Development Expenditure,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",10/05/2021,Finance Training,Corporate Services - Human Resources,Kpmg Llp,392077,649,Mf Devolved Admin-finance Training,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",05/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Kpmg Llp,392078,39130,Mf Non Devolved Admin-training And Development Expenditure,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Kpmg Llp,392082,6520,Mf Non Devolved Admin-training And Development Expenditure,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Kpmg Llp,392082,32610,Mf Non Devolved Admin-training And Development Expenditure,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",06/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Public Relations Communications Association Ltd,392131,1500,Mf Non Devolved Admin-learning And Dev - Cs Skills,SE1 0BE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Ilx Group Plc,392136,-285,Mf Non Devolved Admin-learning And Dev - Cs Skills,RG12 1WA,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/05/2021,Ppm (Project & Programme Management),Corporate Services - Human Resources,Ilx Group Plc,392136,50,Mf Non Devolved Admin-ppm (Project & Programme Management),RG12 1WA,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Ilx Group Plc,392136,520,Mf Non Devolved Admin-learning And Dev - Cs Skills,RG12 1WA,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Public Relations Communications Association Ltd,392156,365,Mf Non Devolved Admin-learning And Dev - Cs Skills,SE1 0BE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",06/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Responsible Leadership Foundation Ltd,392222,6650,Mf Devolved Admin-learning And Dev - Cs Skills,EC1M 6AX,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/05/2021,Leadership & People Management,Corporate Services - Human Resources,Kpmg Llp,392246,18138,Mf Non Devolved Admin-leadership & People Management,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/05/2021,Leadership & People Management,Corporate Services - Human Resources,Kpmg Llp,392247,18138,Mf Non Devolved Admin-leadership & People Management,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",06/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Uk Evaluation Society (Ukes),392266,4000,Mf Non Devolved Admin-training And Development Expenditure,SG12 9EF,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",06/05/2021,Leadership & People Management,Corporate Services - Human Resources,Mind Gym Ltd,392327,1700,Mf Non Devolved Admin-leadership & People Management,W8 7RG,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Dods Group Ltd,392380,1850,Mf Non Devolved Admin-learning And Dev - Cs Skills,SE1 9SG,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Dods Group Ltd,392381,1850,Mf Non Devolved Admin-learning And Dev - Cs Skills,SE1 9SG,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/05/2021,Professional Training,Corporate Services - Human Resources,"Personal Expense, Name Withheld",392445,100,Mf Devolved Admin-professional Training,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",17/05/2021,Ppm (Project & Programme Management),Corporate Services - Human Resources,Ilx Group Plc,393062,-550,Mf Non Devolved Admin-ppm (Project & Programme Management),RG12 1WA,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",17/05/2021,Other Admin Expenditure,Corporate Services - Human Resources,Ilx Group Plc,393062,50,Mf Non Devolved Admin-other Admin Expenditure,RG12 1WA,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",17/05/2021,Ppm (Project & Programme Management),Corporate Services - Human Resources,Ilx Group Plc,393062,1050,Mf Non Devolved Admin-ppm (Project & Programme Management),RG12 1WA,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",11/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Kpmg Llp,393102,229,Mf Non Devolved Admin-learning And Dev - Cs Skills,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",11/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Kpmg Llp,393103,229,Mf Non Devolved Admin-learning And Dev - Cs Skills,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",12/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Kpmg Llp,393105,35,Mf Non Devolved Admin-training And Development Expenditure,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",11/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Kpmg Llp,393110,1634,Mf Non Devolved Admin-learning And Dev - Cs Skills,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",11/05/2021,Professional Subscriptions,Corporate Services - Human Resources,"Personal Expense, Name Withheld",393146,175,Mf Devolved Admin-professional Subscriptions,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",11/05/2021,Professional Training,Corporate Services - Human Resources,"Personal Expense, Name Withheld",393151,289,Mf Devolved Admin-professional Training,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",12/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Kpmg Llp,393200,317,Mf Non Devolved Admin-learning And Dev - Cs Skills,E14 5GL,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",12/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Kpmg Llp,393246,325,Mf Non Devolved Admin-learning And Dev - Cs Skills,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",12/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Watson Martin Ltd,393261,6737,Mf Non Devolved Admin-training And Development Expenditure,SW20 0BA,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",12/05/2021,Professional Training,Corporate Services - Human Resources,Association Of Electricity Producers Ltd T/A Energy Uk,393308,2525,Mf Non Devolved Admin-professional Training,EC2A 1DS,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Kpmg Llp,393536,456,Mf Non Devolved Admin-learning And Dev - Cs Skills,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Kpmg Llp,393540,766,Eu Exit: Hr Adm-training And Development Expenditure,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Kpmg Llp,393540,3486,Eu Exit: Hr Adm-training And Development Expenditure,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/05/2021,Finance Training,Corporate Services - Human Resources,Kpmg Llp,393541,344,Mf Devolved Admin-finance Training,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Kpmg Llp,393543,243,Mf Non Devolved Admin-learning And Dev - Cs Skills,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Kpmg Llp,393545,325,Mf Non Devolved Admin-learning And Dev - Cs Skills,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Kpmg Llp,393547,199,Mf Non Devolved Admin-learning And Dev - Cs Skills,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Kpmg Llp,393548,748,Eu Exit: Hr Adm-training And Development Expenditure,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Kpmg Llp,393548,1252,Eu Exit: No Specific Dexeu Issue Adm-learning And Dev - Cs Skills,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Kpmg Llp,393549,1886,Mf Non Devolved Admin-learning And Dev - Cs Skills,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Kpmg Llp,393550,1084,Mf Non Devolved Admin-learning And Dev - Cs Skills,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Kpmg Llp,393551,1397,Mf Non Devolved Admin-learning And Dev - Cs Skills,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Kpmg Llp,393552,1634,Mf Non Devolved Admin-learning And Dev - Cs Skills,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/05/2021,Professional Training,Corporate Services - Human Resources,"Personal Expense, Name Withheld",393575,173,Mf Non Devolved Admin-professional Training,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Professional Language Solutions Ltd,393632,20292.42,Mf Non Devolved Admin-learning And Dev - Cs Skills,W6 0GY,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Mycsp Ltd,393663,50,Mf Non Devolved Admin-learning And Dev - Cs Skills,SK3 0XN,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",17/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Mycsp Ltd,393667,50,Mf Non Devolved Admin-training And Development Expenditure,SK3 0XN,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Datacamp Inc,393674,4911.45,Mf Non Devolved Admin-training And Development Expenditure,10118,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Datacamp Inc,393675,6989.37,Mf Non Devolved Admin-training And Development Expenditure,10118,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Datacamp Inc,393676,6989.37,Mf Non Devolved Admin-training And Development Expenditure,10118,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Lsr Training & Development Ltd,393709,1380,Mf Non Devolved Admin-training And Development Expenditure,YO42 4RE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",17/05/2021,Misc. Non Procurement Spend,Corporate Services - Human Resources,Cu Services Ltd,393717,500,Mf Non Devolved Admin-misc Non Procurement Spend,CV1 5FB,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",17/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Lsr Training & Development Ltd,393774,495,Mf Non Devolved Admin-training And Development Expenditure,YO42 4RE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",17/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Lsr Training & Development Ltd,393776,495,Mf Non Devolved Admin-training And Development Expenditure,YO42 4RE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Professional Language Solutions Ltd,393785,50,Mf Non Devolved Admin-learning And Dev - Cs Skills,W6 0GY,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Capita Business Services Ltd T/A Knowledgepool,393790,1604.25,Mf Non Devolved Admin-training And Development Expenditure,DL1 9HN,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Capita Business Services Ltd T/A Knowledgepool,393792,1604.25,Mf Non Devolved Admin-training And Development Expenditure,DL1 9HN,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Capita Business Services Ltd T/A Knowledgepool,393793,1604.25,Mf Non Devolved Admin-training And Development Expenditure,DL1 9HN,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Capita Business Services Ltd T/A Knowledgepool,393795,1604.25,Mf Non Devolved Admin-training And Development Expenditure,DL1 9HN,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Capita Business Services Ltd T/A Knowledgepool,393798,1604.25,Mf Non Devolved Admin-training And Development Expenditure,DL1 9HN,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Royal Statistical Society,393846,2563.21,Mf Non Devolved Admin-training And Development Expenditure,EC1Y 8LX,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Royal Statistical Society,393846,4766.79,Mf Non Devolved Admin-training And Development Expenditure,EC1Y 8LX,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",19/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Kpmg Llp,393851,2000,Eu Exit: No Specific Dexeu Issue Adm-learning And Dev - Cs Skills,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",19/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Kpmg Llp,393852,1634,Mf Non Devolved Admin-learning And Dev - Cs Skills,WD17 1DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",19/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Lsr Training & Development Ltd,393859,740,Mf Non Devolved Admin-training And Development Expenditure,YO42 4RE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Uk Evaluation Society (Ukes),393863,400,Mf Non Devolved Admin-training And Development Expenditure,SG12 9EF,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,Headspace Inc,393889,9702,Mf Non Devolved Admin-training And Development Expenditure,CA 90404,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Public Relations Communications Association Ltd,393936,615,Mf Non Devolved Admin-learning And Dev - Cs Skills,SE1 0BE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",20/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Happy Computers Limited,394089,240,Mf Devolved Admin-learning And Dev - Cs Skills,E1 8DE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",19/05/2021,Training And Development Expenditure,Corporate Services - Human Resources,The Whitehall And Industry Group,394185,5350,Mf Non Devolved Admin-training And Development Expenditure,SW1H 9EX,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",20/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Kpmg Llp,394261,345,Mf Non Devolved Admin-learning And Dev - Cs Skills,E14 5GL,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",21/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Kpmg Llp,394263,4252,Eu Exit: No Specific Dexeu Issue Adm-learning And Dev - Cs Skills,E14 5GL,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",20/05/2021,Learning And Dev - Cs Skills,Corporate Services - Human Resources,Kpmg Llp,394264,345,Mf Non Devolved Admin-learning And Dev - Cs Skills,E14 5GL,VENDOR
