Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,R & D Outsourced Other,Energy Transformation And Clean Growth - Science And Innovation,Icebreaker One Ltd,398657,143412.5,Net Zero Innovation - Smart-r & D Outsourced Other,E1W 1NG,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",24/06/2021,R & D Outsourced Other,Energy Transformation And Clean Growth - Science And Innovation,Technopolis Ltd,386728,57625,Net Zero Innovation Cross Cutting-r & D Outsourced Other,BN1 1EE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",15/06/2021,R & D Outsourced Other,Energy Transformation And Clean Growth - Science And Innovation,Technopolis Ltd,386731,23300,Net Zero Innovation Cross Cutting-r & D Outsourced Other,BN1 1EE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",22/06/2021,R & D Research And Development Expenditure,Energy Transformation And Clean Growth - Science And Innovation,Carbon Limiting Technologies Ltd,395022,8137.5,Net Zero Innovation Cross Cutting-r & D Research And Development Expenditure,GU51 5SY,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",22/06/2021,R & D Research And Development Expenditure,Energy Transformation And Clean Growth - Science And Innovation,Carbon Limiting Technologies Ltd,395023,27807.62,Net Zero Innovation Cross Cutting-r & D Research And Development Expenditure,GU51 5SY,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",22/06/2021,R & D Research And Development Expenditure,Energy Transformation And Clean Growth - Science And Innovation,Carbon Limiting Technologies Ltd,395024,5625,Net Zero Innovation Cross Cutting-r & D Research And Development Expenditure,GU51 5SY,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",22/06/2021,R & D Research And Development Expenditure,Energy Transformation And Clean Growth - Science And Innovation,Carbon Limiting Technologies Ltd,395025,7496.32,Net Zero Innovation Cross Cutting-r & D Research And Development Expenditure,GU51 5SY,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",22/06/2021,R & D Research And Development Expenditure,Energy Transformation And Clean Growth - Science And Innovation,Carbon Limiting Technologies Ltd,395026,4875,Net Zero Innovation Cross Cutting-r & D Research And Development Expenditure,GU51 5SY,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",04/06/2021,R & D Outsourced Other,Energy Transformation And Clean Growth - Science And Innovation,Cag Consult Llp T/A Cag Consultants,395912,14356.56,Net Zero Innovation - Hydrogen-r & D Outsourced Other,EC3N 1LS,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/06/2021,Stationery,Energy Transformation And Clean Growth - Science And Innovation,"Personal Expense, Name Withheld",396045,15,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/06/2021,Stationery,Energy Transformation And Clean Growth - Science And Innovation,"Personal Expense, Name Withheld",396045,166.84,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",08/06/2021,R & D Outsourced Other,Energy Transformation And Clean Growth - Science And Innovation,Tokamak Energy Ltd,396145,232710.18,Net Zero Innovation - Nuclear-r & D Outsourced Other,OX14 4SD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",08/06/2021,R & D Outsourced Other,Energy Transformation And Clean Growth - Science And Innovation,Environment Agency,396156,62616.76,Mf Devolved Admin-r & D Outsourced Other,FY1 9JN,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/06/2021,Capital Grants To Private Sector - Companies,Energy Transformation And Clean Growth - Science And Innovation,Sense Wind Ltd,396424,26358.94,Net Zero Innovation Cross Cutting-capital Grants To Private Sector - Companies,CB25 0NW,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/06/2021,Capital Grants To Private Sector - Companies,Energy Transformation And Clean Growth - Science And Innovation,Sweetgen Ltd,396429,16831.26,Net Zero Innovation Cross Cutting-capital Grants To Private Sector - Companies,SW5 9FE,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/06/2021,Stationery,Energy Transformation And Clean Growth - Science And Innovation,"Personal Expense, Name Withheld",396510,129.2,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/06/2021,Stationery,Energy Transformation And Clean Growth - Science And Innovation,"Personal Expense, Name Withheld",396514,29.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/06/2021,Stationery,Energy Transformation And Clean Growth - Science And Innovation,"Personal Expense, Name Withheld",396514,89.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",11/06/2021,Other Goods/Services,Energy Transformation And Clean Growth - Science And Innovation,Icotech Group Ltd,396554,43784.75,Net Zero Innovation Cross Cutting-other Goods/Services,CF15 7QR,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",11/06/2021,R & D Outsourced Other,Energy Transformation And Clean Growth - Science And Innovation,Cambridge Carbon Capture Ltd,396697,7156.44,Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,CB4 2HY,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",11/06/2021,R & D Outsourced Other,Energy Transformation And Clean Growth - Science And Innovation,Kew Projects Ltd,396752,19679,Mf Devolved Admin-r & D Outsourced Other,WS9 0AX,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",11/06/2021,Stationery,Energy Transformation And Clean Growth - Science And Innovation,"Personal Expense, Name Withheld",396778,178.49,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",11/06/2021,Stationery,Energy Transformation And Clean Growth - Science And Innovation,"Personal Expense, Name Withheld",396779,121.2,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",11/06/2021,Stationery,Energy Transformation And Clean Growth - Science And Innovation,"Personal Expense, Name Withheld",396779,199.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",15/06/2021,Additions - Venture Capital Fund,Energy Transformation And Clean Growth - Science And Innovation,Gowling Wlg (Uk) Llp,396999,4100,Net Zero Innovation - Bioenergy And Vc-additions - Venture Capital Fund,B4 6WR,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",15/06/2021,R & D Outsourced Other,Energy Transformation And Clean Growth - Science And Innovation,Severn Wye Energy Agency Ltd,397074,20723,Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,GL2 8DN,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",15/06/2021,Capital Grants To Private Sector - Companies,Energy Transformation And Clean Growth - Science And Innovation,Whitefox Technologies Ltd,397135,60910.25,Net Zero Innovation Cross Cutting-capital Grants To Private Sector - Companies,E1 8BU,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",17/06/2021,Capital Grants To Private Sector - Companies,Energy Transformation And Clean Growth - Science And Innovation,Senergy Innovations Ltd,397272,92777.66,Net Zero Innovation Cross Cutting-capital Grants To Private Sector - Companies,BT8 8RR,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",23/06/2021,Additions - Venture Capital Fund,Energy Transformation And Clean Growth - Science And Innovation,Clean Growth Fund Lp,397274,843671.84,Net Zero Innovation Cross Cutting-additions - Venture Capital Fund,WC2H 0HF,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",28/06/2021,R & D Outsourced Other,Energy Transformation And Clean Growth - Science And Innovation,Sqw Ltd T/A Sqw Consulting,397408,8194.17,Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,OX1 1BY,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/06/2021,Capital Grants To Private Sector - Companies,Energy Transformation And Clean Growth - Science And Innovation,Synaptec Ltd,397489,50828.24,Net Zero Innovation Cross Cutting-capital Grants To Private Sector - Companies,G1 1XW,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/06/2021,Capital Grants To Private Sector - Companies,Energy Transformation And Clean Growth - Science And Innovation,Oak Technical Services,397519,33237.75,Net Zero Innovation Cross Cutting-capital Grants To Private Sector - Companies,LA2 0DZ,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",21/06/2021,Taxi Services Uk,Energy Transformation And Clean Growth - Science And Innovation,"Personal Expense, Name Withheld",397560,10,Mf Devolved Admin-taxi Services Uk,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",23/06/2021,R & D Outsourced Other,Energy Transformation And Clean Growth - Science And Innovation,Sofies Uk Consulting Ltd,397658,35125.42,Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,GU21 6HR,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",23/06/2021,R & D Outsourced Other,Energy Transformation And Clean Growth - Science And Innovation,Cambridge Carbon Capture Ltd,397861,26707.09,Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,CB4 2HY,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",23/06/2021,R & D Outsourced Other,Energy Transformation And Clean Growth - Science And Innovation,Ricardo Uk Ltd,397930,74922.32,Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,BN43 5FG,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",24/06/2021,R & D Outsourced Other,Energy Transformation And Clean Growth - Science And Innovation,Peel Nre Developments Ltd,398144,33700,Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,M41 7HA,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,R & D Outsourced Other,Energy Transformation And Clean Growth - Science And Innovation,University Of Exeter,398204,37616.99,Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,EX4 4QJ,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",25/06/2021,Additions - Venture Capital Fund,Energy Transformation And Clean Growth - Science And Innovation,Clean Growth Fund Lp,398284,125000,Net Zero Innovation Cross Cutting-additions - Venture Capital Fund,WC2H 0HF,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",25/06/2021,Additions - Venture Capital Fund,Energy Transformation And Clean Growth - Science And Innovation,Clean Growth Fund Lp,398285,10304.57,Net Zero Innovation Cross Cutting-additions - Venture Capital Fund,WC2H 0HF,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,R & D Outsourced Other,Energy Transformation And Clean Growth - Science And Innovation,Tokamak Energy Ltd,398745,252996.91,Net Zero Innovation - Nuclear-r & D Outsourced Other,OX14 4SD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,R & D Outsourced Other,Energy Transformation And Clean Growth - Science And Innovation,Energy Systems Catapult Ltd,398762,66898,Net Zero Innovation Cross Cutting-r & D Outsourced Other,B4 6BS,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,R & D Technical Advice/Services And Support,Energy Transformation And Clean Growth - Science And Innovation,Mott Macdonald Ltd,398770,2823.15,Net Zero Innovation Cross Cutting-r & D Technical Advice/Services And Support,CR0 2EE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/06/2021,Current Grants To Central Government,Energy Transformation And Clean Growth - International Climate Change,"Foreign, Commonwealth And Development Office",387487,10000,Climate Strategy And Engagement-current Grants To Central Government,MK10 1PX,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/06/2021,Current Grants To Private Sector - Npish,Energy Transformation And Clean Growth - International Climate Change,"Foreign, Commonwealth And Development Office",387488,10072.45,Climate Strategy And Engagement-current Grants To Private Sector - Npish,MK10 1PX,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/06/2021,Current Grants To Private Sector - Npish,Energy Transformation And Clean Growth - International Climate Change,"Foreign, Commonwealth And Development Office",387570,-211.71,Climate Strategy And Engagement-current Grants To Private Sector - Npish,MK10 1PX,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/06/2021,Current Grants To Overseas Bodies,Energy Transformation And Clean Growth - International Climate Change,"Foreign, Commonwealth And Development Office",392088,4895.8,Climate Strategy And Engagement-current Grants To Overseas Bodies,MK10 1PX,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/06/2021,Current Grants To Overseas Bodies,Energy Transformation And Clean Growth - International Climate Change,"Foreign, Commonwealth And Development Office",392094,976.25,Climate Strategy And Engagement-current Grants To Overseas Bodies,MK10 1PX,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/06/2021,Current Grants To Overseas Bodies,Energy Transformation And Clean Growth - International Climate Change,"Foreign, Commonwealth And Development Office",392097,4881.25,Climate Strategy And Engagement-current Grants To Overseas Bodies,MK10 1PX,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/06/2021,Current Grants To Overseas Bodies,Energy Transformation And Clean Growth - International Climate Change,"Foreign, Commonwealth And Development Office",392108,4596.7,Climate Strategy And Engagement-current Grants To Overseas Bodies,MK10 1PX,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/06/2021,Current Grants To Central Government,Energy Transformation And Clean Growth - International Climate Change,"Foreign, Commonwealth And Development Office",392113,932.84,Climate Strategy And Engagement-current Grants To Central Government,MK10 1PX,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/06/2021,Contractor Expenditure,Energy Transformation And Clean Growth - International Climate Change,Alexander Mann Solutions Ltd,395402,978.5,Mf Devolved Admin-contractor Expenditure,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/06/2021,Contractor Expenditure,Energy Transformation And Clean Growth - International Climate Change,Alexander Mann Solutions Ltd,395402,978.5,Mf Devolved Admin-contractor Expenditure,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",02/06/2021,Stationery,Energy Transformation And Clean Growth - International Climate Change,"Personal Expense, Name Withheld",395522,26,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",08/06/2021,Contractor Expenditure,Energy Transformation And Clean Growth - International Climate Change,Alexander Mann Solutions Ltd,395981,978.5,Mf Devolved Admin-contractor Expenditure,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",08/06/2021,Contractor Expenditure,Energy Transformation And Clean Growth - International Climate Change,Alexander Mann Solutions Ltd,395981,978.5,Mf Devolved Admin-contractor Expenditure,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/06/2021,Translations,Energy Transformation And Clean Growth - International Climate Change,Fcdo Services,396388,365.13,Climate Strategy And Engagement-translations,MK19 7BH,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/06/2021,Translations,Energy Transformation And Clean Growth - International Climate Change,Fcdo Services,396388,912.84,Climate Strategy And Engagement-translations,MK19 7BH,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",22/06/2021,Contractor Expenditure,Energy Transformation And Clean Growth - International Climate Change,Alexander Mann Solutions Ltd,396970,396.69,Mf Devolved Admin-contractor Expenditure,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",22/06/2021,Contractor Expenditure,Energy Transformation And Clean Growth - International Climate Change,Alexander Mann Solutions Ltd,396970,396.69,Mf Devolved Admin-contractor Expenditure,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",23/06/2021,Contractor Expenditure,Energy Transformation And Clean Growth - International Climate Change,Alexander Mann Solutions Ltd,397763,978.5,Mf Devolved Admin-contractor Expenditure,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",23/06/2021,Contractor Expenditure,Energy Transformation And Clean Growth - International Climate Change,Alexander Mann Solutions Ltd,397763,978.5,Mf Devolved Admin-contractor Expenditure,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",23/06/2021,Exp - Miscellaneous Expenditure - Iexpenses,Energy Transformation And Clean Growth - International Climate Change,"Personal Expense, Name Withheld",397947,122.5,Mf Devolved Admin-exp - Miscellaneous Expenditure - Iexpenses,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",24/06/2021,Subsistence Overseas,Energy Transformation And Clean Growth - International Climate Change,"Personal Expense, Name Withheld",398111,2.56,Mf Devolved Admin-subsistence Overseas,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",24/06/2021,Subsistence Overseas,Energy Transformation And Clean Growth - International Climate Change,"Personal Expense, Name Withheld",398111,3.4,Mf Devolved Admin-subsistence Overseas,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",24/06/2021,Subsistence Overseas,Energy Transformation And Clean Growth - International Climate Change,"Personal Expense, Name Withheld",398111,4.85,Mf Devolved Admin-subsistence Overseas,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",24/06/2021,Subsistence Overseas,Energy Transformation And Clean Growth - International Climate Change,"Personal Expense, Name Withheld",398111,10.07,Mf Devolved Admin-subsistence Overseas,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",24/06/2021,Subsistence Overseas,Energy Transformation And Clean Growth - International Climate Change,"Personal Expense, Name Withheld",398111,31,Mf Devolved Admin-subsistence Overseas,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",24/06/2021,Hotel & Accommodation Overseas,Energy Transformation And Clean Growth - International Climate Change,"Personal Expense, Name Withheld",398111,236.31,Mf Devolved Admin-hotel & Accommodation Overseas,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",25/06/2021,Translations,Energy Transformation And Clean Growth - International Climate Change,Fcdo Services,398152,35.71,Climate Strategy And Engagement-translations,MK19 7BH,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",25/06/2021,Translations,Energy Transformation And Clean Growth - International Climate Change,Fcdo Services,398152,89.29,Climate Strategy And Engagement-translations,MK19 7BH,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Office-related Expenditure,Energy Transformation And Clean Growth - International Climate Change,"Personal Expense, Name Withheld",398814,12.48,Mf Devolved Admin-office-related Expenditure,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Office-related Expenditure,Energy Transformation And Clean Growth - International Climate Change,"Personal Expense, Name Withheld",398814,16.86,Mf Devolved Admin-office-related Expenditure,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Office-related Expenditure,Energy Transformation And Clean Growth - International Climate Change,"Personal Expense, Name Withheld",398814,106.5,Mf Devolved Admin-office-related Expenditure,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Office-related Expenditure,Energy Transformation And Clean Growth - International Climate Change,"Personal Expense, Name Withheld",398814,115,Mf Devolved Admin-office-related Expenditure,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",01/06/2021,Locally Employed Staff - Basic Salary,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Foreign, Commonwealth And Development Office",395517,1172.32,International Climate Finance (Icf)-Locally Employed Staff - Basic Salary,MK10 1PX,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",02/06/2021,Miscellaneous Expenditure - Overhead Incidental Expenses,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Foreign, Commonwealth And Development Office",395539,6.19,International Climate Finance (Icf)-Miscellaneous Expenditure - Overhead Incidental Expenses,MK10 1PX,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",02/06/2021,Locally Employed Staff - Basic Salary,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Foreign, Commonwealth And Development Office",395546,539.85,International Climate Finance (Icf)-Locally Employed Staff - Basic Salary,MK10 1PX,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",02/06/2021,Locally Employed Staff - Basic Salary,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Foreign, Commonwealth And Development Office",395566,-796.06,International Climate Finance (Icf)-Locally Employed Staff - Basic Salary,MK10 1PX,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",02/06/2021,Locally Employed Staff - Basic Salary,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Foreign, Commonwealth And Development Office",395599,1351.86,International Climate Finance (Icf)-Locally Employed Staff - Basic Salary,MK10 1PX,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/06/2021,Locally Employed Staff - Basic Salary,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Foreign, Commonwealth And Development Office",395672,-799.87,International Climate Finance (Icf)-Locally Employed Staff - Basic Salary,MK10 1PX,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",03/06/2021,Contractor's Management Fees,Energy Transformation And Clean Growth - International Energy And Climate Finance,Ian Callaghan Associates Ltd,395765,4500,International Climate Finance (Icf)-Contractor's Management Fees,SP5 5PD,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",08/06/2021,Current Grants To Private Sector - Npish,Energy Transformation And Clean Growth - International Energy And Climate Finance,World Resources Institute,396024,260700.97,International Climate Finance (Icf)-Current Grants To Private Sector - Npish,DC 20002,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",08/06/2021,Current Grants To Private Sector - Npish,Energy Transformation And Clean Growth - International Energy And Climate Finance,Icf Consulting Services Ltd,396386,87395.45,International Climate Finance (Icf)-Current Grants To Private Sector - Npish,SW6 5NR,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/06/2021,Locally Employed Staff - Basic Salary,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Foreign, Commonwealth And Development Office",396471,774.97,International Climate Finance (Icf)-Locally Employed Staff - Basic Salary,MK11 9NQ,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/06/2021,Locally Employed Staff - Basic Salary,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Foreign, Commonwealth And Development Office",396475,506.67,International Climate Finance (Icf)-Locally Employed Staff - Basic Salary,MK11 9NQ,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/06/2021,Locally Employed Staff - Basic Salary,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Foreign, Commonwealth And Development Office",396483,752.12,International Climate Finance (Icf)-Locally Employed Staff - Basic Salary,MK10 1PX,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",16/06/2021,Stationery,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Personal Expense, Name Withheld",397225,150,International Climate Finance (Icf)-Stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",17/06/2021,Stationery,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Personal Expense, Name Withheld",397327,29.99,International Climate Finance (Icf)-Stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",17/06/2021,Stationery,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Personal Expense, Name Withheld",397327,32.9,International Climate Finance (Icf)-Stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/06/2021,Accruals - Ncl - Oda Promissory Notes,Energy Transformation And Clean Growth - International Energy And Climate Finance,Bank Of England,397374,2319653,International Climate Finance (Icf)-Accruals - Ncl - Oda Promissory Notes,EC2R 8AH,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/06/2021,Stationery,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Personal Expense, Name Withheld",397471,12.99,International Climate Finance (Icf)-Stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/06/2021,Stationery,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Personal Expense, Name Withheld",397471,16.99,International Climate Finance (Icf)-Stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/06/2021,Stationery,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Personal Expense, Name Withheld",397471,20.99,International Climate Finance (Icf)-Stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/06/2021,Stationery,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Personal Expense, Name Withheld",397471,28.04,International Climate Finance (Icf)-Stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/06/2021,Stationery,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Personal Expense, Name Withheld",397471,88.99,International Climate Finance (Icf)-Stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",25/06/2021,Current Grants To Private Sector - Npish,Energy Transformation And Clean Growth - International Energy And Climate Finance,Climate Analytics Gmbh,397842,10000,International Climate Finance (Icf)-Current Grants To Private Sector - Npish,10969,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",23/06/2021,Stationery,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Personal Expense, Name Withheld",397963,105,International Climate Finance (Icf)-Stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",23/06/2021,Stationery,Energy Transformation And Clean Growth - International Energy And Climate Finance,"Personal Expense, Name Withheld",397963,203.04,International Climate Finance (Icf)-Stationery,,EMPLOYEE
