Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/06/2021,Hire Of Interim Managers,"Corporate Services - Digital, Data & Technology",Alexander Mann Solutions Ltd,396021,4188.3,Mf Devolved Admin-hire Of Interim Managers,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",15/06/2021,Hire Of Interim Managers,"Corporate Services - Digital, Data & Technology",Alexander Mann Solutions Ltd,396022,3849.54,Mf Devolved Admin-hire Of Interim Managers,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",15/06/2021,Hire Of Interim Managers,"Corporate Services - Digital, Data & Technology",Alexander Mann Solutions Ltd,396971,2710.13,Mf Devolved Admin-hire Of Interim Managers,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",16/06/2021,Hire Of Agency Staff,"Corporate Services - Digital, Data & Technology",Alexander Mann Solutions Ltd,396974,1394.09,Mf Devolved Admin-hire Of Agency Staff,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",15/06/2021,Hire Of Interim Managers,"Corporate Services - Digital, Data & Technology",Alexander Mann Solutions Ltd,396984,7200,Mf Devolved Admin-hire Of Interim Managers,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",15/06/2021,Hire Of Interim Managers,"Corporate Services - Digital, Data & Technology",Alexander Mann Solutions Ltd,397013,2512.98,Mf Devolved Admin-hire Of Interim Managers,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",15/06/2021,Hire Of Interim Managers,"Corporate Services - Digital, Data & Technology",Alexander Mann Solutions Ltd,397017,2309.72,Mf Devolved Admin-hire Of Interim Managers,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",21/06/2021,Ppm Consultancy,"Corporate Services - Digital, Data & Technology",Deep Team Ltd,397101,39481.31,Mf Devolved Admin-ppm Consultancy,SL6 7QW,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",21/06/2021,Ppm Consultancy,"Corporate Services - Digital, Data & Technology",Deep Team Ltd,397102,874.13,Mf Devolved Admin-ppm Consultancy,SL6 7QW,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",16/06/2021,Strategy Consultancy,"Corporate Services - Digital, Data & Technology",Veracity Osi Uk Ltd,397195,16900,Mf Devolved Admin-strategy Consultancy,EC3R 8LJ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",22/06/2021,Hire Of Interim Managers,"Corporate Services - Digital, Data & Technology",Alexander Mann Solutions Ltd,397764,3387.66,Mf Devolved Admin-hire Of Interim Managers,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",22/06/2021,Hire Of Agency Staff,"Corporate Services - Digital, Data & Technology",Alexander Mann Solutions Ltd,397769,419.36,Mf Devolved Admin-hire Of Agency Staff,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",22/06/2021,Hire Of Interim Managers,"Corporate Services - Digital, Data & Technology",Alexander Mann Solutions Ltd,397788,3600,Mf Devolved Admin-hire Of Interim Managers,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",22/06/2021,Hire Of Interim Managers,"Corporate Services - Digital, Data & Technology",Alexander Mann Solutions Ltd,397793,4188.3,Mf Devolved Admin-hire Of Interim Managers,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",22/06/2021,Hire Of Interim Managers,"Corporate Services - Digital, Data & Technology",Alexander Mann Solutions Ltd,397797,3849.54,Mf Devolved Admin-hire Of Interim Managers,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Hire Of Interim Managers,"Corporate Services - Digital, Data & Technology",Alexander Mann Solutions Ltd,398567,4050,Mf Devolved Admin-hire Of Interim Managers,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Hire Of Agency Staff,"Corporate Services - Digital, Data & Technology",Alexander Mann Solutions Ltd,398580,2720.17,Mf Devolved Admin-hire Of Agency Staff,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Hire Of Interim Managers,"Corporate Services - Digital, Data & Technology",Alexander Mann Solutions Ltd,398591,4188.3,Mf Devolved Admin-hire Of Interim Managers,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Hire Of Interim Managers,"Corporate Services - Digital, Data & Technology",Alexander Mann Solutions Ltd,398594,3849.54,Mf Devolved Admin-hire Of Interim Managers,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",04/06/2021,Exp - Miscellaneous Expenditure - Iexpenses,"Corporate Services - Policy, Strategy And Private Office","Personal Expense, Name Withheld",395838,1.15,Mf Devolved Admin-exp - Miscellaneous Expenditure - Iexpenses,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",28/06/2021,Rail Travel,"Corporate Services - Policy, Strategy And Private Office","Personal Expense, Name Withheld",398365,8,Mf Devolved Admin-rail Travel,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",22/06/2021,Taxi Services Uk,"Corporate Services - Policy, Strategy And Private Office","Personal Expense, Name Withheld",397730,23,Mf Devolved Admin-taxi Services Uk,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",04/06/2021,Subsistence Uk,"Corporate Services - Policy, Strategy And Private Office","Personal Expense, Name Withheld",395842,5.89,Mf Devolved Admin-subsistence Uk,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",04/06/2021,Subsistence Uk,"Corporate Services - Policy, Strategy And Private Office","Personal Expense, Name Withheld",395842,15.9,Mf Devolved Admin-subsistence Uk,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",04/06/2021,Taxi Services Uk,"Corporate Services - Policy, Strategy And Private Office","Personal Expense, Name Withheld",395842,150,Mf Devolved Admin-taxi Services Uk,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",22/06/2021,Stationery,"Corporate Services - Policy, Strategy And Private Office","Personal Expense, Name Withheld",397741,119.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",24/06/2021,Subsistence Uk,"Corporate Services - Policy, Strategy And Private Office","Personal Expense, Name Withheld",398103,25,Mf Devolved Admin-subsistence Uk,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",24/06/2021,Hospitality - Uk,"Corporate Services - Policy, Strategy And Private Office","Personal Expense, Name Withheld",398103,33.47,Mf Devolved Admin-hospitality - Uk,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",02/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",Jones Yarrell Leadenhall (Menzies Distribution Ltd),395637,525.99,Mf Devolved Admin-publications,EH12 9DJ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",08/06/2021,Furniture,"Corporate Services - Policy, Strategy And Private Office",Hampshire Flag Company Ltd,396215,1362,Mf Devolved Admin-furniture,PO7 7XU,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",08/06/2021,Taxi Services,"Corporate Services - Policy, Strategy And Private Office",Addison Lee Ltd,396355,55.88,Mf Devolved Admin-taxi Services,W2 1AF,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",08/06/2021,Taxi Services,"Corporate Services - Policy, Strategy And Private Office",Addison Lee Ltd,396355,566.25,Mf Devolved Admin-taxi Services,W2 1AF,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",10/06/2021,Furniture,"Corporate Services - Policy, Strategy And Private Office",Hampshire Flag Company Ltd,396570,135,Mf Devolved Admin-furniture,PO7 7XU,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",17/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397372,145,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",17/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397372,305,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",17/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397377,145,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",17/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397377,305,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",17/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397379,305,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397382,-116,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Misc. Non Procurement Spend,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397382,145,Mf Devolved Admin-misc. Non Procurement Spend,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397382,174,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397387,305,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",17/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397389,145,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",17/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397389,305,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397390,20.5,Mf Devolved Admin-publications,NR3 1PD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397393,-160,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Misc. Non Procurement Spend,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397393,200,Mf Devolved Admin-misc. Non Procurement Spend,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397393,240,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397395,-116,Mf Devolved Admin-publications,NR3 1PD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Misc. Non Procurement Spend,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397395,145,Mf Devolved Admin-misc. Non Procurement Spend,NR3 1PD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397395,174,Mf Devolved Admin-publications,NR3 1PD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397395,305,Mf Devolved Admin-publications,NR3 1PD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397395,305,Mf Devolved Admin-publications,NR3 1PD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",17/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397404,305,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397414,20.5,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397415,-160,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Misc. Non Procurement Spend,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397415,200,Mf Devolved Admin-misc. Non Procurement Spend,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397415,240,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397415,305,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397416,145,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397417,-116,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Misc. Non Procurement Spend,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397417,145,Mf Devolved Admin-misc. Non Procurement Spend,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397417,174,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397417,305,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397417,305,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397418,305,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397419,-116,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Misc. Non Procurement Spend,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397419,145,Mf Devolved Admin-misc. Non Procurement Spend,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397419,174,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397419,305,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397422,145,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397423,-116,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Misc. Non Procurement Spend,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397423,145,Mf Devolved Admin-misc. Non Procurement Spend,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397423,174,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397423,305,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397423,305,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397427,145,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397427,305,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397428,145,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397429,-116,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Misc. Non Procurement Spend,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397429,145,Mf Devolved Admin-misc. Non Procurement Spend,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397429,174,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397429,305,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397429,305,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397430,-116,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397430,174,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397430,174,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397432,200,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397433,-116,Mf Devolved Admin-publications,NR3 1PD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Misc. Non Procurement Spend,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397433,145,Mf Devolved Admin-misc. Non Procurement Spend,NR3 1PD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397433,174,Mf Devolved Admin-publications,NR3 1PD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397433,305,Mf Devolved Admin-publications,NR3 1PD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397433,305,Mf Devolved Admin-publications,NR3 1PD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397436,305,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397447,305,Mf Devolved Admin-publications,NR3 1PD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397449,20.5,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397450,145,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397450,305,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397454,200,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397454,305,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397456,290,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397456,610,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397457,-116,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Misc. Non Procurement Spend,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397457,145,Mf Devolved Admin-misc. Non Procurement Spend,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397457,174,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397458,-116,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Misc. Non Procurement Spend,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397458,145,Mf Devolved Admin-misc. Non Procurement Spend,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397458,174,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397458,305,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397458,305,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/06/2021,Publications,"Corporate Services - Policy, Strategy And Private Office",The Stationery Office Ltd,397460,145,Mf Devolved Admin-publications,NR3 1QZ,VENDOR
